TP,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7
T_238,12,12,12,19,17,14,18,14
T_239,26,13,18,28,25,21,27,21
T_240,11,8,5,12,10,9,11,9
T_241,27,19,19,20,26,22,28,22
T_242,41,29,29,44,28,33,43,34
T_243,41,29,29,44,40,23,43,34
T_244,29,21,21,32,28,23,21,24
T_245,42,30,30,46,41,34,44,24
T_246,11,8,8,12,10,9,11,9
T_247,31,22,22,34,30,25,33,26
T_248,37,26,26,40,35,29,38,30
T_249,24,17,17,26,23,19,25,19
T_250,26,19,18,28,25,21,27,21
T_251,13,9,9,14,13,10,14,11
T_252,25,18,17,27,24,20,26,20
T_253,12,8,8,13,11,9,12,10
T_254,39,28,27,42,38,31,41,32
T_255,14,14,14,21,19,16,20,16
T_256,17,9,12,19,17,14,18,14
T_257,9,6,4,9,8,7,9,7
T_258,10,7,7,7,9,8,10,8
T_259,38,27,27,41,26,30,39,31
T_260,22,15,15,23,21,12,23,18
T_261,16,12,11,18,16,13,12,13
T_262,43,31,30,47,42,34,45,25
T_263,14,10,10,15,14,11,15,11
T_264,12,8,8,13,11,9,12,10
T_265,26,19,18,28,25,21,27,21
T_266,9,6,6,9,8,7,9,7
T_267,31,22,22,34,30,25,33,26
T_268,13,9,9,14,13,10,14,11
T_269,10,7,7,11,9,8,10,8
T_270,40,29,28,43,39,32,42,33
T_271,13,9,9,14,13,10,14,11
T_272,17,18,17,27,24,20,26,20
T_273,42,21,30,46,41,34,44,34
T_274,43,31,21,47,42,34,45,35
T_275,30,22,21,23,29,24,32,25
T_276,39,28,27,42,26,31,41,32
T_277,41,29,29,44,40,23,43,34
T_278,32,23,23,35,31,26,24,26
T_279,15,11,11,16,15,12,16,9
T_280,19,14,14,21,19,16,20,16
T_281,37,26,26,40,35,29,38,30
T_282,42,30,30,46,41,34,44,34
T_283,13,9,9,14,13,10,14,11
T_284,39,28,27,42,38,31,41,32
T_285,30,22,21,33,29,24,32,25
T_286,18,13,13,20,18,15,19,15
T_287,37,26,26,40,35,29,38,30
T_288,10,7,7,11,9,8,10,8
T_289,10,10,10,15,14,11,15,11
T_290,33,17,24,36,32,27,35,27
T_291,12,8,6,13,11,9,12,10
T_292,37,26,26,28,35,29,38,30
T_293,31,22,22,34,21,25,33,26
T_294,29,21,21,32,28,16,30,24
T_295,25,18,17,27,24,20,18,20
T_296,20,15,14,22,20,16,21,12
T_297,27,19,19,29,26,22,28,22
T_298,43,31,30,47,42,34,45,35
T_299,32,23,23,35,31,26,34,26
T_300,36,25,25,39,34,28,37,29
T_301,38,27,27,41,37,30,39,31
T_302,37,26,26,40,35,29,38,30
T_303,31,22,22,34,30,25,33,26
T_304,39,28,27,42,38,31,41,32
T_305,38,27,27,41,37,30,39,31
T_306,14,15,14,22,20,16,21,17
T_307,43,22,30,47,42,34,45,35
T_308,15,11,7,16,15,12,16,12
T_309,43,31,30,33,42,34,45,35
T_310,9,6,6,9,6,7,9,7
T_311,22,15,15,23,21,12,23,18
T_312,34,25,24,37,33,28,25,28
T_313,16,12,11,18,16,13,17,9
T_314,16,12,11,18,16,13,17,13
T_315,39,28,27,42,38,31,41,32
T_316,41,29,29,44,40,33,43,34
T_317,19,14,14,21,19,16,20,16
T_318,18,13,13,20,18,15,19,15
T_319,37,26,26,40,35,29,38,30
T_320,33,24,24,36,32,27,35,27
T_321,15,11,11,16,15,12,16,12
T_322,14,10,10,15,14,11,15,11
T_323,10,10,10,15,14,11,15,11
T_324,11,5,8,12,10,9,11,9
T_325,24,17,12,26,23,19,25,19
T_326,41,29,29,31,40,33,43,34
T_327,22,15,15,23,15,17,23,18
T_328,16,12,11,18,16,9,17,13
T_329,11,8,8,12,10,9,8,9
T_330,36,25,25,39,34,28,37,20
T_331,42,30,30,46,41,34,44,34
T_332,14,10,10,15,14,11,15,11
T_333,19,14,14,21,19,16,20,16
T_334,19,14,14,21,19,16,20,16
T_335,12,8,8,13,11,9,12,10
T_336,16,12,11,18,16,13,17,13
T_337,17,12,12,19,17,14,18,14
T_338,23,16,16,25,22,18,24,19
T_339,11,8,8,12,10,9,11,9
T_340,26,26,26,40,35,29,38,30
T_341,28,14,20,30,27,22,29,23
T_342,32,23,16,35,31,26,34,26
T_343,37,26,26,28,35,29,38,30
T_344,9,6,6,9,6,7,9,7
T_345,32,23,23,35,31,18,34,26
T_346,14,10,10,15,14,11,10,11
T_347,23,16,16,25,22,18,24,13
T_348,42,30,30,46,41,34,44,34
T_349,36,25,25,39,34,28,37,29
T_350,43,31,30,47,42,34,45,35
T_351,23,16,16,25,22,18,24,19
T_352,29,21,21,32,28,23,30,24
T_353,9,6,6,9,8,7,9,7
T_354,23,16,16,25,22,18,24,19
T_355,23,16,16,25,22,18,24,19
T_356,40,29,28,43,39,32,42,33
T_357,8,8,8,13,11,9,12,10
T_358,15,8,11,16,15,12,16,12
T_359,13,9,6,14,13,10,14,11
T_360,23,16,16,17,22,18,24,19
T_361,13,9,9,14,9,10,14,11
T_362,27,19,19,29,26,15,28,22
T_363,18,13,13,20,18,15,13,15
T_364,26,19,18,28,25,21,27,15
T_365,19,14,14,21,19,16,20,16
T_366,41,29,29,44,40,33,43,34
T_367,29,21,21,32,28,23,30,24
T_368,22,15,15,23,21,17,23,18
T_369,41,29,29,44,40,33,43,34
T_370,22,15,15,23,21,17,23,18
T_371,29,21,21,32,28,23,30,24
T_372,36,25,25,39,34,28,37,29
T_373,38,27,27,41,37,30,39,31
T_374,26,27,27,41,37,30,39,31
T_375,43,22,30,47,42,34,45,35
T_376,13,9,6,14,13,10,14,11
T_377,27,19,19,20,26,22,28,22
T_378,37,26,26,40,25,29,38,30
T_379,12,8,8,13,11,7,12,10
T_380,34,25,24,37,33,28,25,28
T_381,10,7,7,11,9,8,10,6
T_382,37,26,26,40,35,29,38,30
T_383,38,27,27,41,37,30,39,31
T_384,34,25,24,37,33,28,36,28
T_385,30,22,21,33,29,24,32,25
T_386,20,15,14,22,20,16,21,17
T_387,26,19,18,28,25,21,27,21
T_388,32,23,23,35,31,26,34,26
T_389,34,25,24,37,33,28,36,28
T_390,12,8,8,13,11,9,12,10
T_391,6,6,6,9,8,7,9,7
T_392,40,20,28,43,39,32,42,33
T_393,39,28,19,42,38,31,41,32
T_394,23,16,16,17,22,18,24,19
T_395,33,24,24,36,23,27,35,27
T_396,18,13,13,20,18,10,19,15
T_397,27,19,19,29,26,22,20,22
T_398,24,17,17,26,23,19,25,14
T_399,32,23,23,35,31,26,34,26
T_400,29,21,21,32,28,23,30,24
T_401,29,21,21,32,28,23,30,24
T_402,36,25,25,39,34,28,37,29
T_403,24,17,17,26,23,19,25,19
T_404,11,8,8,12,10,9,11,9
T_405,26,19,18,28,25,21,27,21
T_406,13,9,9,14,13,10,14,11
T_407,9,6,6,9,8,7,9,7
T_408,10,10,10,15,14,11,15,11
T_409,31,16,22,34,30,25,33,26
T_410,33,24,16,36,32,27,35,27
T_411,43,31,30,33,42,34,45,35
T_412,17,12,12,19,12,14,18,14
T_413,24,17,17,26,23,13,25,19
T_414,17,12,12,19,17,14,13,14
T_415,13,9,9,14,13,10,14,7
T_416,11,8,8,12,10,9,11,9
T_417,31,22,22,34,30,25,33,26
T_418,31,22,22,34,30,25,33,26
T_419,24,17,17,26,23,19,25,19
T_420,17,12,12,19,17,14,18,14
T_421,14,10,10,15,14,11,15,11
T_422,39,28,27,42,38,31,41,32
T_423,25,18,17,27,24,20,26,20
T_424,33,24,24,36,32,27,35,27
T_425,9,9,9,14,13,10,14,11
T_426,39,19,27,42,38,31,41,32
T_427,38,27,19,41,37,30,39,31
T_428,10,7,7,7,9,8,10,8
T_429,25,18,17,27,17,20,26,20
T_430,20,15,14,22,20,11,21,17
T_431,34,25,24,37,33,28,25,28
T_432,40,29,28,43,39,32,42,23
T_433,12,8,8,13,11,9,12,10
T_434,9,6,6,9,8,7,9,7
T_435,11,8,8,12,10,9,11,9
T_436,16,12,11,18,16,13,17,13
T_437,39,28,27,42,38,31,41,32
T_438,20,15,14,22,20,16,21,17
T_439,24,17,17,26,23,19,25,19
T_440,18,13,13,20,18,15,19,15
T_441,36,25,25,39,34,28,37,29
T_442,29,29,29,44,40,33,43,34
T_443,12,6,8,13,11,9,12,10
T_444,19,14,10,21,19,16,20,16
T_445,16,12,11,12,16,13,17,13
T_446,19,14,14,21,13,16,20,16
T_447,41,29,29,44,40,23,43,34
T_448,22,15,15,23,21,17,16,18
T_449,12,8,8,13,11,9,12,7
T_450,23,16,16,25,22,18,24,19
T_451,27,19,19,29,26,22,28,22
T_452,17,12,12,19,17,14,18,14
T_453,18,13,13,20,18,15,19,15
T_454,20,15,14,22,20,16,21,17
T_455,18,13,13,20,18,15,19,15
T_456,20,15,14,22,20,16,21,17
T_457,10,7,7,11,9,8,10,8
T_458,40,29,28,43,39,32,42,33
T_459,23,23,23,35,31,26,34,26
T_460,43,22,30,47,42,34,45,35
T_461,10,7,5,11,9,8,10,8
T_462,9,6,6,7,8,7,9,7
T_463,20,15,14,22,14,16,21,17
T_464,25,18,17,27,24,14,26,20
T_465,27,19,19,29,26,22,20,22
T_466,28,20,20,30,27,22,29,16
T_467,43,31,30,47,42,34,45,35
T_468,42,30,30,46,41,34,44,34
T_469,39,28,27,42,38,31,41,32
T_470,27,19,19,29,26,22,28,22
T_471,26,19,18,28,25,21,27,21
T_472,38,27,27,41,37,30,39,31
T_473,37,26,26,40,35,29,38,30
T_474,40,29,28,43,39,32,42,33
T_475,20,15,14,22,20,16,21,17
T_476,27,28,27,42,38,31,41,32
T_477,10,5,7,11,9,8,10,8
T_478,36,25,18,39,34,28,37,29
T_479,15,11,11,11,15,12,16,12
T_480,9,6,6,9,6,7,9,7
T_481,10,7,7,11,9,5,10,8
T_482,11,8,8,12,10,9,8,9
T_483,19,14,14,21,19,16,20,11
T_484,30,22,21,33,29,24,32,25
T_485,27,19,19,29,26,22,28,22
T_486,11,8,8,12,10,9,11,9
T_487,20,15,14,22,20,16,21,17
T_488,19,14,14,21,19,16,20,16
T_489,27,19,19,29,26,22,28,22
T_490,23,16,16,25,22,18,24,19
T_491,26,19,18,28,25,21,27,21
T_492,23,16,16,25,22,18,24,19
T_493,12,12,12,19,17,14,18,14
T_494,15,8,11,16,15,12,16,12
T_495,39,28,19,42,38,31,41,32
T_496,29,21,21,22,28,23,30,24
T_497,23,16,16,25,15,18,24,19
T_498,16,12,11,18,16,9,17,13
T_499,15,11,11,16,15,12,11,12
T_500,31,22,22,34,30,25,33,18
T_501,28,20,20,30,27,22,29,23
T_502,18,13,13,20,18,15,19,15
T_503,29,21,21,32,28,23,30,24
T_504,23,16,16,25,22,18,24,19
T_505,29,21,21,32,28,23,30,24
T_506,29,21,21,32,28,23,30,24
T_507,33,24,24,36,32,27,35,27
T_508,38,27,27,41,37,30,39,31
T_509,23,16,16,25,22,18,24,19
T_510,27,28,27,42,38,31,41,32
T_511,14,7,10,15,14,11,15,11
