TP,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7
T_59,2.50,2.33,2.74,2.34,2.60,2.94,2.43,2.61
T_60,2.36,2.16,2.61,2.25,2.28,2.46,2.75,2.66
T_61,2.59,2.20,2.58,2.48,2.41,2.51,2.48,2.41
T_62,2.36,2.20,2.46,2.09,2.43,2.15,2.38,2.61
T_63,2.46,2.26,2.73,2.30,2.63,2.66,2.22,2.38
T_64,2.41,2.36,2.44,2.41,2.58,2.76,2.43,2.64
T_65,2.17,2.18,2.62,2.44,2.62,2.51,2.35,2.28
T_66,2.54,2.05,2.58,2.41,2.53,2.56,2.43,2.80
T_67,2.43,2.23,2.46,2.22,2.55,2.64,2.35,2.48
T_68,2.78,2.23,2.33,2.34,2.60,2.46,2.46,2.63
T_69,2.64,2.37,2.58,2.53,2.69,2.48,2.43,2.38
T_70,2.27,2.36,2.73,2.34,2.47,2.51,2.50,2.58
T_71,2.47,2.14,2.28,2.54,2.29,2.60,2.41,2.41
T_72,2.38,1.93,2.69,2.42,2.83,2.66,2.48,2.39
T_73,2.58,2.07,2.74,2.53,2.56,2.75,2.62,2.34
T_74,2.36,2.42,2.56,2.43,2.58,2.47,2.89,2.50
T_75,2.43,2.08,2.54,2.70,2.62,2.70,2.21,2.53
T_76,2.35,2.41,2.39,2.43,2.45,2.48,2.37,2.49
T_77,2.41,2.10,2.45,2.37,2.29,2.42,2.62,2.60
T_78,2.41,2.32,2.49,2.25,2.53,2.52,2.27,2.28
T_79,2.38,2.23,2.39,2.35,2.54,2.43,2.46,2.47
T_80,2.46,1.94,2.28,2.47,2.58,2.73,2.53,2.40
T_81,2.33,2.38,2.81,2.35,2.51,2.46,2.42,2.81
T_82,2.35,2.20,2.46,2.67,2.46,2.11,2.60,2.76
T_83,2.23,2.33,2.82,2.32,2.49,2.39,2.53,2.44
T_84,2.33,1.83,2.67,2.65,2.52,2.37,2.49,2.73
T_85,2.65,2.23,2.63,2.35,2.46,2.66,2.23,2.54
T_86,2.28,2.23,2.88,2.42,2.52,2.37,2.48,2.50
T_87,2.38,2.29,2.67,2.50,2.59,2.62,2.50,2.21
T_88,2.26,1.89,2.54,2.52,2.63,2.56,2.43,2.39
T_89,2.44,2.20,2.53,2.66,2.73,2.61,2.29,2.50
T_90,2.57,2.30,2.51,2.44,2.51,2.80,2.67,2.58
T_91,2.49,2.04,2.72,2.13,2.71,2.57,2.60,2.55
T_92,2.40,2.26,2.17,2.36,2.18,2.73,2.33,2.51
T_93,2.54,2.12,2.64,2.55,2.55,2.73,2.51,2.61
T_94,2.39,2.15,2.58,2.48,2.43,2.54,2.32,2.42
T_95,2.51,1.92,2.30,2.22,2.64,2.54,2.42,2.34
T_96,2.30,2.10,2.76,2.42,2.48,2.60,2.42,2.56
T_97,2.28,1.95,2.59,2.21,2.41,2.43,2.50,2.60
T_98,2.81,2.35,2.50,2.21,2.41,2.40,2.28,2.29
T_99,2.40,2.43,2.84,2.30,2.77,2.64,2.53,2.68
T_100,2.52,2.51,2.33,2.19,2.64,2.53,2.42,2.49
T_101,2.37,2.12,2.62,2.42,2.71,2.65,2.41,2.48
T_102,2.57,2.26,2.65,2.30,2.84,2.58,2.16,2.43
T_103,2.11,2.19,2.51,2.34,2.42,2.69,2.41,2.68
T_104,2.26,2.12,2.73,2.41,2.70,2.61,2.64,2.49
T_105,2.35,2.05,2.50,2.44,2.42,2.86,2.49,2.74
T_106,2.58,2.38,2.20,2.31,2.70,2.36,2.64,2.37
T_107,2.46,2.18,2.39,2.46,2.82,2.63,2.58,2.40
T_108,2.22,2.26,2.61,2.10,2.22,2.72,2.45,2.60
T_109,2.38,2.07,2.48,2.17,2.84,2.31,2.44,2.60
T_110,2.46,2.27,2.62,2.47,2.44,2.67,2.74,2.52
T_111,2.23,2.03,2.54,2.37,2.54,2.70,2.63,2.59
T_112,2.47,1.94,2.54,2.29,2.62,2.71,2.41,2.30
T_113,2.77,2.27,2.74,2.40,2.51,2.54,2.54,2.45
T_114,2.53,2.12,2.42,2.52,2.60,2.62,2.68,2.70
T_115,2.38,2.19,2.52,2.21,2.72,2.49,2.51,2.63
T_116,2.29,2.12,2.60,2.39,2.73,2.95,2.38,2.72
T_117,2.43,2.23,2.54,2.45,2.70,2.30,2.59,2.33
T_118,2.35,2.11,2.65,2.27,2.33,2.54,2.44,2.38
T_119,2.89,2.37,2.45,2.26,2.96,2.62,2.48,2.59
T_120,2.32,2.24,2.68,2.43,2.93,2.70,2.36,2.62
T_121,2.43,1.99,2.48,2.41,2.65,2.60,2.14,2.46
T_122,2.32,2.33,2.61,2.54,2.61,2.55,2.33,2.59
T_123,2.18,2.01,2.42,2.37,2.65,2.72,2.31,2.35
T_124,2.28,2.36,2.41,2.46,2.37,2.58,2.61,2.44
T_125,2.37,2.54,2.38,2.42,2.67,2.55,2.55,2.45
T_126,2.48,2.21,2.60,2.19,2.55,2.41,2.32,2.55
T_127,2.61,2.23,2.51,2.21,2.59,2.60,2.33,2.45
T_128,2.10,2.08,2.63,2.58,2.54,2.54,2.49,2.75
T_129,2.25,1.92,2.49,2.28,2.62,2.41,2.60,2.60
T_130,2.49,2.38,2.47,2.20,2.63,2.74,2.31,2.63
T_131,2.25,2.35,2.64,2.09,2.61,2.61,2.61,2.37
T_132,2.19,2.37,2.38,2.15,2.76,2.27,2.49,2.58
T_133,2.42,2.07,2.51,2.59,2.52,2.52,2.29,2.52
T_134,2.38,2.28,2.89,2.29,2.56,2.31,2.67,2.59
T_135,2.30,2.25,2.35,2.45,2.65,2.56,2.59,2.64
T_136,2.36,1.99,2.49,2.47,2.73,2.35,2.65,2.74
T_137,2.38,2.16,2.60,2.33,2.38,2.85,2.36,2.41
T_138,2.35,2.36,2.63,2.40,2.65,2.54,2.58,2.54
T_139,2.34,2.18,2.50,2.48,2.44,2.56,2.51,2.62
T_140,2.44,2.33,2.77,2.26,2.84,2.46,2.76,2.41
T_141,2.31,2.23,2.44,2.81,2.80,2.78,2.50,2.44
T_142,2.40,1.96,2.52,2.44,2.49,2.79,2.67,2.35
T_143,2.45,2.01,2.62,2.32,2.49,2.77,2.29,2.51
T_144,2.48,2.04,2.60,2.42,2.82,2.32,2.28,2.77
T_145,2.60,2.49,2.33,2.29,2.54,2.66,2.88,2.68
T_146,2.36,2.06,2.27,2.57,2.76,2.50,2.67,2.45
T_147,2.45,2.14,2.62,2.54,2.50,2.63,2.60,2.40
T_148,2.22,1.99,2.61,2.63,2.79,2.62,2.71,2.56
T_149,2.44,2.46,2.51,2.40,2.43,2.33,2.32,2.54
T_150,2.17,2.18,2.61,2.26,2.33,2.42,2.45,2.49
T_151,2.42,2.37,2.60,2.47,2.46,2.69,2.62,2.79
T_152,2.21,2.32,2.57,2.41,2.60,2.58,2.33,2.35
T_153,2.33,2.18,2.12,2.27,2.73,2.62,2.51,2.54
T_154,2.28,2.18,2.59,2.35,2.51,2.68,2.55,2.72
T_155,2.40,2.44,2.65,2.51,2.47,2.68,2.25,2.38
T_156,2.09,2.49,2.41,2.74,2.56,2.72,2.40,2.42
T_157,2.40,2.11,2.72,2.45,2.71,2.47,2.52,2.37
T_158,2.46,2.33,2.78,2.33,2.29,2.47,2.12,2.31
T_159,2.37,2.36,2.70,2.41,2.69,2.65,2.52,2.51
T_160,2.20,2.09,2.61,2.53,2.67,2.56,2.55,2.67
T_161,2.55,2.13,2.56,2.51,2.53,2.65,2.35,2.21
T_162,2.24,2.03,2.65,2.44,2.48,2.54,2.61,2.56
T_163,2.38,2.00,2.56,2.31,2.55,2.33,2.41,2.70
T_164,2.03,2.21,2.82,2.53,2.60,2.53,2.59,2.61
T_165,2.08,2.44,2.87,2.36,2.55,2.80,2.48,2.54
T_166,2.28,2.00,2.39,2.51,2.62,2.64,2.59,2.37
T_167,2.38,2.24,2.45,2.27,2.51,2.23,2.34,2.55
T_168,2.50,2.39,2.61,2.19,2.40,2.56,2.60,2.82
T_169,2.48,2.14,2.75,2.42,2.75,2.55,2.48,2.41
T_170,2.62,2.25,2.57,2.50,2.46,2.90,2.61,2.60
T_171,2.56,2.38,2.14,2.49,2.60,2.61,2.19,2.40
T_172,2.39,2.10,2.63,2.31,2.72,2.66,2.36,2.40
T_173,2.20,2.16,2.44,2.58,2.68,2.84,2.09,2.50
T_174,2.37,2.18,2.79,2.36,2.70,2.52,2.48,2.44
T_175,2.33,2.24,2.40,2.54,2.67,2.46,2.64,2.44
T_176,2.28,2.15,2.12,2.54,2.42,2.62,2.55,2.42
T_177,2.31,1.95,2.54,2.15,2.52,2.61,2.30,2.43
T_178,2.54,2.06,2.66,2.57,2.63,2.60,2.64,2.40
T_179,2.27,2.34,2.66,2.05,2.36,2.65,2.32,2.24
T_180,2.34,1.98,2.37,2.47,2.21,2.56,2.47,2.43
T_181,2.27,2.18,2.51,2.28,2.65,2.80,2.46,2.53
T_182,2.45,2.22,2.64,2.43,2.49,2.42,2.45,2.67
T_183,2.35,1.95,2.49,2.50,2.58,2.58,2.71,2.72
T_184,2.38,2.26,2.50,2.51,2.69,2.52,2.40,2.67
T_185,2.32,2.14,2.88,2.58,2.71,2.49,2.16,2.36
T_186,2.57,2.39,2.58,2.13,2.41,2.69,2.46,2.49
T_187,2.37,2.13,2.51,2.55,2.34,2.56,2.53,2.28
T_188,2.33,2.20,2.50,2.72,2.32,2.70,2.25,2.61
T_189,2.23,2.29,2.42,2.43,2.73,2.78,2.51,2.57
T_190,2.34,2.14,2.53,2.53,2.36,2.36,2.46,2.50
T_191,2.20,2.24,2.41,2.54,2.68,2.57,2.29,2.52
T_192,2.63,2.19,2.63,2.29,2.81,2.69,2.48,2.34
T_193,2.28,2.16,2.65,2.26,2.51,2.15,2.46,2.66
T_194,2.49,2.23,2.42,2.18,2.29,2.64,2.49,2.79
T_195,2.30,2.49,2.69,2.50,2.56,2.57,2.45,2.09
T_196,2.41,2.23,2.71,2.32,2.53,2.53,2.16,2.60
T_197,2.45,2.17,2.43,2.57,2.73,2.84,2.15,2.58
T_198,2.55,2.23,2.51,2.39,2.51,2.71,2.37,2.12
T_199,2.26,2.45,2.67,2.24,2.57,2.55,2.61,2.52
T_200,1.99,2.19,2.56,2.54,2.01,2.46,2.39,2.50
T_201,2.79,2.47,2.65,2.29,2.59,2.54,2.61,2.30
T_202,2.41,2.18,2.21,2.52,2.68,2.56,2.44,2.51
T_203,2.42,2.09,2.74,2.44,2.79,2.30,2.42,2.58
T_204,2.43,2.25,2.38,2.25,2.65,2.66,2.43,2.31
T_205,2.37,2.37,2.64,2.48,2.57,2.23,2.36,2.52
T_206,2.21,2.09,2.62,2.35,2.35,2.55,2.57,2.70
T_207,2.21,2.25,2.71,2.43,2.90,2.81,2.38,2.40
T_208,2.57,2.21,2.50,2.35,2.61,2.55,2.42,2.41
T_209,2.52,2.32,2.90,2.54,2.74,2.77,2.70,2.57
T_210,2.27,2.05,2.18,2.35,2.50,2.56,2.41,2.41
T_211,2.36,2.06,2.42,2.45,2.44,2.41,2.58,2.63
T_212,2.32,1.94,2.46,2.24,2.69,2.56,2.37,2.65
T_213,2.24,2.30,2.47,2.48,2.49,2.62,2.51,2.67
T_214,2.57,2.10,2.70,2.43,2.73,2.76,2.80,2.42
T_215,2.31,2.14,2.67,2.22,2.44,2.83,2.54,2.07
T_216,2.63,2.28,2.59,2.22,2.78,2.77,2.80,2.53
T_217,2.30,2.08,2.85,2.60,2.86,2.55,2.58,2.63
T_218,2.37,2.33,2.63,2.31,2.57,2.59,2.56,2.39
T_219,2.21,2.53,2.47,2.47,2.44,2.48,2.58,2.32
T_220,2.21,2.30,2.59,2.28,2.54,2.34,2.52,2.51
T_221,2.61,2.36,2.62,2.56,2.67,2.41,2.54,2.53
T_222,2.13,1.94,2.79,2.29,2.74,2.64,2.39,2.49
T_223,2.41,2.08,2.69,2.41,2.69,2.52,2.53,2.39
T_224,2.53,2.40,2.46,2.51,2.51,2.28,2.34,2.32
T_225,2.32,2.03,2.59,2.34,2.73,2.33,2.42,2.52
T_226,2.47,2.16,2.76,2.26,2.71,2.59,2.34,2.66
T_227,2.28,2.21,2.43,2.36,2.73,2.45,2.94,2.51
T_228,2.34,2.16,2.53,2.03,2.51,2.82,2.36,2.83
T_229,2.61,2.05,2.75,2.46,2.59,2.83,2.53,2.45
T_230,2.29,2.60,2.73,2.36,2.45,2.71,2.28,2.58
T_231,2.34,2.16,2.75,2.37,2.31,2.43,2.22,2.64
T_232,2.45,2.01,2.83,2.45,2.63,2.77,2.60,2.49
T_233,2.28,2.21,2.58,2.19,2.45,2.71,2.40,2.58
T_234,2.53,2.03,2.57,2.34,2.47,2.33,2.49,2.45
T_235,2.48,2.18,2.54,2.46,2.48,2.71,2.30,2.55
T_236,2.67,2.32,2.60,2.26,2.58,2.19,2.38,2.80
T_237,2.32,1.84,2.62,2.44,2.62,2.42,2.27,2.74
T_238,2.55,2.32,2.60,2.64,2.53,2.78,2.35,2.54
T_239,2.39,2.35,2.51,2.45,2.23,2.62,2.41,2.36
T_240,2.55,1.98,2.55,2.38,2.49,2.63,2.28,2.61
T_241,2.37,2.47,2.63,2.54,2.78,2.69,2.48,2.34
T_242,2.29,2.20,2.74,2.38,2.66,2.50,2.53,2.49
T_243,2.39,2.16,2.55,2.52,2.62,2.60,2.56,2.55
T_244,2.14,2.24,2.47,2.41,2.39,2.45,2.58,2.34
T_245,2.63,2.24,2.63,2.45,2.84,2.58,2.18,2.80
T_246,2.54,2.32,2.55,2.41,2.63,2.62,2.54,2.70
T_247,1.91,2.24,2.55,2.37,2.31,2.42,2.61,2.73
T_248,2.29,2.29,2.51,2.68,2.64,2.70,2.04,2.48
T_249,2.58,2.14,2.22,2.59,2.90,2.65,2.49,2.75
T_250,2.62,2.11,2.45,2.52,2.39,2.68,2.41,2.33
T_251,2.57,2.27,2.60,1.94,2.49,2.68,2.26,2.48
T_252,2.47,2.46,2.55,2.09,2.28,2.64,2.45,2.53
T_253,2.22,2.44,2.52,2.65,2.37,2.41,2.57,2.42
T_254,2.28,2.42,2.66,2.53,2.51,2.48,2.51,2.31
T_255,2.56,2.19,2.58,2.52,2.40,2.59,2.50,2.61
T_256,2.58,2.40,2.57,2.33,2.67,2.60,2.37,2.45
T_257,2.50,2.42,2.47,2.27,2.82,2.66,2.52,2.47
T_258,2.35,2.18,2.52,2.62,2.83,2.75,2.40,2.64
T_259,2.37,2.52,2.95,2.48,2.96,2.43,2.43,2.39
T_260,2.43,2.00,2.44,2.59,2.38,2.69,2.43,2.28
T_261,2.26,2.10,2.41,2.43,2.74,2.71,2.45,2.55
T_262,2.18,2.28,2.58,2.18,2.51,2.63,2.49,2.76
T_263,2.44,2.27,2.56,2.63,2.50,2.31,2.53,2.51
T_264,2.43,2.11,2.63,2.62,2.75,2.12,2.42,2.42
T_265,2.31,2.55,2.90,2.53,2.38,2.51,2.67,2.63
T_266,2.32,2.26,2.64,2.29,2.47,2.62,2.68,2.62
T_267,2.20,2.13,2.25,2.48,2.61,2.26,2.30,2.71
T_268,2.62,2.08,2.67,2.67,2.55,2.45,2.40,2.56
T_269,2.23,1.87,2.40,2.34,2.44,2.58,2.32,2.52
T_270,2.48,2.36,2.42,2.52,2.75,2.74,2.18,2.39
T_271,2.50,2.10,2.42,2.49,2.73,2.75,2.32,2.48
T_272,2.51,2.35,2.59,2.43,2.34,2.48,2.53,2.43
T_273,2.48,2.11,2.64,2.60,2.53,2.64,2.54,2.63
T_274,2.43,2.02,2.99,2.38,2.72,2.77,2.45,2.46
T_275,2.31,2.33,2.61,2.32,2.64,2.69,2.45,2.48
T_276,2.41,2.47,2.50,2.53,2.72,2.39,2.59,2.51
T_277,2.39,2.25,2.50,2.45,2.38,2.65,2.39,2.55
T_278,2.58,2.27,2.41,2.42,2.51,2.51,2.67,2.81
T_279,2.23,2.34,2.39,2.17,2.60,2.92,2.31,2.55
T_280,2.44,2.42,2.59,2.32,2.65,2.40,2.66,2.40
T_281,2.32,2.29,2.43,2.50,2.25,2.65,2.43,2.58
T_282,2.45,2.17,2.42,2.60,2.78,2.48,2.51,2.45
T_283,2.31,2.06,2.47,2.25,2.56,2.49,2.60,2.37
T_284,2.35,2.31,2.57,2.41,2.78,2.54,2.25,2.38
T_285,2.13,1.97,2.52,2.63,2.52,2.60,2.31,2.47
T_286,2.37,2.21,2.60,2.31,2.86,2.67,2.68,2.72
T_287,2.29,2.32,2.46,2.24,2.64,2.63,2.29,2.69
T_288,2.46,2.03,2.57,2.29,2.66,2.67,2.49,2.46
T_289,2.40,2.21,2.79,2.48,2.60,2.67,2.52,2.53
T_290,2.23,2.14,2.65,2.48,2.56,3.02,2.44,2.50
T_291,2.43,2.12,2.63,2.58,2.47,2.45,2.24,2.64
T_292,2.68,1.96,2.62,2.73,2.73,2.56,2.45,2.58
T_293,2.40,2.09,2.64,2.06,2.49,2.47,2.47,2.53
T_294,2.28,2.21,2.78,2.52,2.43,2.61,2.43,2.42
T_295,2.56,2.27,2.58,2.55,2.66,2.39,2.75,2.78
T_296,2.43,2.08,2.72,2.42,2.58,2.63,2.51,2.67
T_297,2.16,2.19,2.64,2.59,2.72,2.86,2.43,2.60
T_298,2.33,2.16,2.25,1.97,2.47,2.71,2.41,2.62
T_299,2.34,2.04,2.47,2.49,2.51,2.56,2.50,2.42
T_300,2.26,2.33,2.51,2.41,2.49,2.50,2.43,2.45
T_301,2.36,2.08,2.52,2.48,2.40,2.37,2.59,2.53
T_302,2.36,2.04,2.63,2.33,2.41,2.63,2.37,2.51
T_303,2.67,2.09,2.71,2.32,2.75,2.44,2.40,2.34
T_304,2.31,1.93,2.75,2.52,2.52,2.34,2.32,2.52
T_305,2.20,2.09,2.54,2.49,2.55,2.35,2.24,2.70
T_306,2.57,2.21,2.45,2.57,2.38,2.39,2.35,2.86
T_307,2.18,2.18,2.50,2.53,2.60,2.57,2.51,2.38
T_308,2.31,2.33,2.52,2.31,2.59,2.45,2.72,2.24
T_309,2.58,2.52,2.45,2.63,2.48,2.68,2.39,2.49
T_310,2.57,2.29,2.50,2.37,2.68,2.49,2.42,2.57
T_311,2.52,2.06,2.36,2.44,2.72,2.69,2.35,2.50
T_312,2.57,2.06,2.31,2.50,2.48,2.58,2.48,2.43
T_313,2.33,2.04,2.55,2.55,2.73,2.67,2.34,2.48
T_314,2.49,2.32,2.61,2.36,2.91,2.74,2.47,2.54
T_315,2.52,2.03,2.57,2.58,2.50,2.36,2.21,2.58
T_316,2.35,2.07,2.45,2.31,2.54,2.63,2.38,2.61
T_317,2.26,2.32,2.55,2.19,2.37,2.48,2.43,2.70
T_318,2.57,2.41,2.49,2.23,2.60,2.85,2.56,2.37
T_319,2.41,2.18,2.61,2.50,2.52,2.55,2.66,2.51
T_320,2.64,2.26,2.53,2.43,2.67,2.35,2.75,2.28
T_321,2.39,2.30,2.61,2.05,2.58,2.66,2.26,2.45
T_322,2.48,2.08,2.61,2.59,2.56,2.87,2.66,2.11
T_323,2.50,2.23,2.56,2.18,2.46,2.70,2.28,2.66
T_324,2.32,2.23,2.38,2.68,2.71,2.68,2.56,2.72
T_325,2.02,2.70,2.64,2.64,2.54,2.73,2.33,2.25
T_326,2.35,2.18,2.78,2.39,2.68,2.68,2.62,2.72
T_327,2.33,2.20,2.49,2.16,2.55,2.81,2.63,2.63
T_328,2.30,2.36,2.57,2.39,2.57,2.43,2.28,2.58
T_329,2.31,2.11,2.79,2.37,2.33,2.42,2.73,2.62
T_330,2.58,2.41,2.86,2.38,2.52,2.55,2.27,2.71
T_331,2.38,2.20,2.55,2.35,2.75,2.53,2.44,2.64
T_332,2.30,2.15,2.47,2.48,2.42,2.68,2.57,2.33
T_333,2.22,2.09,2.49,2.44,2.45,2.68,2.36,2.63
T_334,2.34,2.25,2.58,2.32,2.39,2.86,2.48,2.30
T_335,2.43,2.30,2.78,2.00,2.50,2.79,2.14,2.41
T_336,2.56,2.18,2.24,2.76,2.55,2.68,2.24,2.37
T_337,2.52,2.25,2.42,2.59,2.52,2.47,2.31,2.59
T_338,2.40,2.28,2.56,2.22,2.68,2.58,2.53,2.72
T_339,2.23,2.23,2.71,2.34,2.54,2.40,2.55,2.31
T_340,2.40,2.30,2.65,2.40,2.41,2.62,2.54,2.27
T_341,2.53,2.36,2.29,2.35,2.84,2.74,2.38,2.58
T_342,2.35,2.18,2.85,2.43,2.68,2.66,2.48,2.38
T_343,2.44,1.89,2.34,2.39,2.81,2.85,2.49,2.40
T_344,2.37,2.16,2.47,2.34,2.69,2.58,2.38,2.50
T_345,2.43,2.29,2.47,2.72,2.62,2.45,2.55,2.79
T_346,2.35,2.25,2.50,2.62,2.41,2.51,2.68,2.35
T_347,2.48,2.37,2.43,2.49,2.50,2.64,2.49,2.65
T_348,2.41,2.20,2.61,2.61,2.79,2.69,2.68,2.10
T_349,2.41,2.29,2.73,2.38,2.61,2.49,2.37,2.53
T_350,2.38,2.40,2.56,2.59,2.81,2.37,2.23,2.32
T_351,2.37,2.14,2.33,2.67,2.76,2.53,2.27,2.35
T_352,2.67,2.48,2.96,2.45,2.64,2.64,2.72,2.36
T_353,2.53,2.13,2.67,2.43,2.51,2.53,2.52,2.35
T_354,2.20,2.39,2.63,2.42,2.57,2.76,2.60,2.17
T_355,2.29,1.95,2.39,2.17,2.54,2.58,2.62,2.55
T_356,2.53,2.05,2.56,2.19,2.41,2.52,2.25,2.47
T_357,2.41,2.34,2.87,2.41,2.73,2.44,2.34,2.51
T_358,2.35,2.25,2.63,2.62,2.67,2.62,2.70,2.45
T_359,2.58,2.25,2.73,2.49,2.36,2.59,2.26,2.71
T_360,2.47,2.39,2.58,2.58,2.53,2.66,2.63,2.46
T_361,2.25,2.24,2.62,2.57,2.77,2.49,2.54,2.39
T_362,2.37,2.17,2.54,2.38,2.38,2.66,2.76,2.12
T_363,2.32,2.01,2.56,2.05,2.56,2.68,2.52,2.54
T_364,2.45,2.45,2.58,2.44,2.48,2.56,2.59,2.75
T_365,2.21,2.15,2.58,2.53,2.59,2.68,2.59,2.35
T_366,2.43,2.11,2.41,2.29,2.62,2.55,2.28,2.37
T_367,2.21,2.05,2.86,2.52,2.36,2.38,2.59,2.48
T_368,2.44,2.26,2.67,2.23,2.77,2.64,2.56,2.57
T_369,2.45,2.39,2.61,2.17,2.71,2.59,2.46,2.50
T_370,2.36,2.25,2.56,2.37,2.54,2.82,2.50,2.70
T_371,2.51,2.25,2.54,2.42,2.56,2.48,2.47,2.59
T_372,2.49,2.07,2.71,2.59,2.47,2.60,2.38,2.62
T_373,2.40,2.20,2.67,2.53,2.67,2.62,2.48,2.58
T_374,2.60,2.33,2.67,2.63,2.54,2.57,2.36,2.21
T_375,2.27,2.32,2.65,2.68,3.02,2.36,2.39,2.54
T_376,2.40,1.99,2.47,2.28,2.46,2.49,2.44,2.78
T_377,2.55,2.14,2.69,2.47,2.44,2.84,2.63,2.70
T_378,2.19,2.43,2.47,2.50,2.67,2.54,2.52,2.56
T_379,2.28,2.10,2.20,2.50,2.55,2.95,2.47,2.40
T_380,2.59,2.11,2.43,2.33,2.95,2.33,2.71,2.62
T_381,2.46,2.19,2.68,2.77,2.63,2.23,2.46,2.46
T_382,2.28,2.33,2.98,2.34,2.37,2.62,2.32,2.49
T_383,2.38,2.22,2.68,2.46,2.72,2.66,2.36,2.62
T_384,2.58,2.33,2.21,2.30,2.33,2.55,2.56,2.12
T_385,2.35,2.17,2.50,2.41,2.65,2.55,2.33,2.15
