TP,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7
T_52,29,18,26,36,25,22,34,24
T_53,35,32,22,43,30,27,41,29
T_54,14,13,12,12,12,11,16,12
T_55,40,36,35,50,24,31,47,33
T_56,14,13,12,17,12,8,16,12
T_57,9,8,8,11,8,7,7,8
T_58,22,20,19,27,19,17,26,13
T_59,22,20,19,27,19,17,26,18
T_60,28,25,25,35,24,21,33,23
T_61,31,28,27,39,27,24,36,26
T_62,9,8,8,11,8,7,11,8
T_63,30,27,27,37,26,23,35,25
T_64,9,8,8,11,8,7,11,8
T_65,38,34,34,47,33,29,45,32
T_66,16,14,14,20,14,12,19,13
T_67,25,23,22,31,21,19,29,21
T_68,10,13,12,17,12,11,16,12
T_69,13,8,11,16,11,10,15,11
T_70,26,23,16,32,22,20,31,22
T_71,19,17,17,17,16,15,22,16
T_72,31,28,27,39,19,24,36,26
T_73,13,12,11,16,11,7,15,11
T_74,23,21,20,29,20,18,19,19
T_75,10,9,9,12,9,8,12,6
T_76,36,32,32,45,31,28,42,30
T_77,39,35,34,48,34,30,46,33
T_78,16,14,14,20,14,12,19,13
T_79,24,22,21,30,21,18,28,20
T_80,38,34,34,47,33,29,45,32
T_81,17,15,15,21,15,13,20,14
T_82,31,28,27,39,27,24,36,26
T_83,29,26,26,36,25,22,34,24
T_84,21,19,19,26,18,16,25,18
T_85,15,19,19,26,18,16,25,18
T_86,14,9,12,17,12,11,16,12
T_87,40,36,25,50,34,31,47,33
T_88,12,11,11,10,10,9,14,10
T_89,13,12,11,16,8,10,15,11
T_90,8,7,7,10,7,4,9,7
T_91,18,16,16,22,15,14,15,15
T_92,35,32,31,43,30,27,41,20
T_93,16,14,14,20,14,12,19,13
T_94,19,17,17,24,16,15,22,16
T_95,29,26,26,36,25,22,34,24
T_96,24,22,21,30,21,18,28,20
T_97,11,10,10,14,9,8,13,9
T_98,26,23,23,32,22,20,31,22
T_99,34,31,30,42,29,26,40,28
T_100,30,27,27,37,26,23,35,25
T_101,27,24,24,34,23,21,32,23
T_102,10,14,13,19,13,11,18,13
T_103,22,14,19,27,19,17,26,18
T_104,17,15,11,21,15,13,20,14
T_105,22,20,19,19,19,17,26,18
T_106,8,7,7,10,5,6,9,7
T_107,9,8,8,11,8,5,11,8
T_108,19,17,17,24,16,15,16,16
T_109,25,23,22,31,21,19,29,15
T_110,19,17,17,24,16,15,22,16
T_111,21,19,19,26,18,16,25,18
T_112,24,22,21,30,21,18,28,20
T_113,37,33,33,46,32,28,44,31
T_114,38,34,34,47,33,29,45,32
T_115,23,21,20,29,20,18,27,19
T_116,9,8,8,11,8,7,11,8
T_117,15,14,13,19,13,11,18,13
T_118,18,16,16,22,15,14,21,15
T_119,27,34,34,47,33,29,45,32
T_120,17,11,15,21,15,13,20,14
T_121,14,13,9,17,12,11,16,12
T_122,19,17,17,17,16,15,22,16
T_123,33,30,29,41,20,25,39,28
T_124,33,30,29,41,28,18,39,28
T_125,27,24,24,34,23,21,22,23
T_126,40,36,35,50,34,31,47,23
T_127,35,32,31,43,30,27,41,29
T_128,34,31,30,42,29,26,40,28
T_129,29,26,26,36,25,22,34,24
T_130,32,29,28,40,28,25,38,27
T_131,36,32,32,45,31,28,42,30
T_132,25,23,22,31,21,19,29,21
T_133,20,18,18,25,17,15,24,17
T_134,25,23,22,31,21,19,29,21
T_135,21,19,19,26,18,16,25,18
T_136,23,30,29,41,28,25,39,28
T_137,27,17,24,34,23,21,32,23
T_138,9,8,6,11,8,7,11,8
T_139,38,34,34,33,33,29,45,32
T_140,40,36,35,50,24,31,47,33
T_141,9,8,8,11,8,5,11,8
T_142,29,26,26,36,25,22,24,24
T_143,27,24,24,34,23,21,32,16
T_144,15,14,13,19,13,11,18,13
T_145,40,36,35,50,34,31,47,33
T_146,40,36,35,50,34,31,47,33
T_147,27,24,24,34,23,21,32,23
T_148,38,34,34,47,33,29,45,32
T_149,35,32,31,43,30,27,41,29
T_150,27,24,24,34,23,21,32,23
T_151,15,14,13,19,13,11,18,13
T_152,27,24,24,34,23,21,32,23
T_153,21,27,27,37,26,23,35,25
T_154,20,13,18,25,17,15,24,17
T_155,39,35,24,48,34,30,46,33
T_156,17,15,15,15,15,13,20,14
T_157,24,22,21,30,14,18,28,20
T_158,36,32,32,45,31,19,42,30
T_159,36,32,32,45,31,28,30,30
T_160,33,30,29,41,28,25,39,19
T_161,27,24,24,34,23,21,32,23
T_162,19,17,17,24,16,15,22,16
T_163,12,11,11,15,10,9,14,10
T_164,28,25,25,35,24,21,33,23
T_165,15,14,13,19,13,11,18,13
T_166,19,17,17,24,16,15,22,16
T_167,19,17,17,24,16,15,22,16
T_168,26,23,23,32,22,20,31,22
T_169,17,15,15,21,15,13,20,14
T_170,23,30,29,41,28,25,39,28
T_171,15,9,13,19,13,11,18,13
T_172,25,23,15,31,21,19,29,21
T_173,25,23,22,22,21,19,29,21
T_174,17,15,15,21,10,13,20,14
T_175,8,7,7,10,7,4,9,7
T_176,16,14,14,20,14,12,13,13
T_177,40,36,35,50,34,31,47,23
T_178,21,19,19,26,18,16,25,18
T_179,38,34,34,47,33,29,45,32
T_180,9,8,8,11,8,7,11,8
T_181,39,35,34,48,34,30,46,33
T_182,36,32,32,45,31,28,42,30
T_183,34,31,30,42,29,26,40,28
T_184,23,21,20,29,20,18,27,19
T_185,18,16,16,22,15,14,21,15
T_186,37,33,33,46,32,28,44,31
T_187,11,14,14,20,14,12,19,13
T_188,39,25,34,48,34,30,46,33
T_189,16,14,10,20,14,12,19,13
T_190,34,31,30,30,29,26,40,28
T_191,16,14,14,20,10,12,19,13
T_192,18,16,16,22,15,10,21,15
T_193,8,7,7,10,7,6,7,7
T_194,18,16,16,22,15,14,21,11
T_195,35,32,31,43,30,27,41,29
T_196,22,20,19,27,19,17,26,18
T_197,34,31,30,42,29,26,40,28
T_198,30,27,27,37,26,23,35,25
T_199,18,16,16,22,15,14,21,15
T_200,9,8,8,11,8,7,11,8
T_201,12,11,11,15,10,9,14,10
T_202,25,23,22,31,21,19,29,21
T_203,16,14,14,20,14,12,19,13
T_204,12,15,15,21,15,13,20,14
T_205,36,23,32,45,31,28,42,30
T_206,12,11,7,15,10,9,14,10
T_207,25,23,22,22,21,19,29,21
T_208,34,31,30,42,20,26,40,28
T_209,12,11,11,15,10,6,14,10
T_210,31,28,27,39,27,24,26,26
T_211,34,31,30,42,29,26,40,20
T_212,29,26,26,36,25,22,34,24
T_213,37,33,33,46,32,28,44,31
T_214,10,9,9,12,9,8,12,8
T_215,15,14,13,19,13,11,18,13
T_216,35,32,31,43,30,27,41,29
T_217,13,12,11,16,11,10,15,11
T_218,12,11,11,15,10,9,14,10
T_219,12,11,11,15,10,9,14,10
T_220,40,36,35,50,34,31,47,33
T_221,13,17,17,24,16,15,22,16
T_222,34,21,30,42,29,26,40,28
T_223,20,18,12,25,17,15,24,17
T_224,16,14,14,14,14,12,19,13
T_225,16,14,14,20,10,12,19,13
T_226,28,25,25,35,24,15,33,23
T_227,17,15,15,21,15,13,14,14
T_228,29,26,26,36,25,22,34,17
T_229,16,14,14,20,14,12,19,13
T_230,19,17,17,24,16,15,22,16
T_231,20,18,18,25,17,15,24,17
T_232,36,32,32,45,31,28,42,30
T_233,10,9,9,12,9,8,12,8
T_234,39,35,34,48,34,30,46,33
T_235,15,14,13,19,13,11,18,13
T_236,23,21,20,29,20,18,27,19
T_237,33,30,29,41,28,25,39,28
T_238,20,26,26,36,25,22,34,24
T_239,13,8,11,16,11,10,15,11
T_240,10,9,6,12,9,8,12,8
T_241,29,26,26,25,25,22,34,24
T_242,25,23,22,31,15,19,29,21
T_243,11,10,10,14,9,6,13,9
T_244,27,24,24,34,23,21,22,23
T_245,39,35,34,48,34,30,46,23
T_246,10,9,9,12,9,8,12,8
T_247,22,20,19,27,19,17,26,18
T_248,19,17,17,24,16,15,22,16
T_249,25,23,22,31,21,19,29,21
T_250,14,13,12,17,12,11,16,12
T_251,39,35,34,48,34,30,46,33
T_252,36,32,32,45,31,28,42,30
T_253,20,18,18,25,17,15,24,17
T_254,19,17,17,24,16,15,22,16
T_255,6,8,8,11,8,7,11,8
T_256,36,23,32,45,31,28,42,30
T_257,18,16,11,22,15,14,21,15
T_258,38,34,34,33,33,29,45,32
T_259,29,26,26,36,17,22,34,24
T_260,38,34,34,47,33,20,45,32
T_261,32,29,28,40,28,25,26,27
T_262,19,17,17,24,16,15,22,11
T_263,35,32,31,43,30,27,41,29
T_264,25,23,22,31,21,19,29,21
T_265,20,18,18,25,17,15,24,17
T_266,31,28,27,39,27,24,36,26
T_267,39,35,34,48,34,30,46,33
T_268,9,8,8,11,8,7,11,8
T_269,40,36,35,50,34,31,47,33
T_270,16,14,14,20,14,12,19,13
T_271,34,31,30,42,29,26,40,28
T_272,22,28,27,39,27,24,36,26
T_273,30,19,27,37,26,23,35,25
T_274,35,32,22,43,30,27,41,29
T_275,25,23,22,22,21,19,29,21
T_276,24,22,21,30,14,18,28,20
T_277,40,36,35,50,34,21,47,33
T_278,20,18,18,25,17,15,16,17
T_279,32,29,28,40,28,25,38,19
T_280,39,35,34,48,34,30,46,33
T_281,15,14,13,19,13,11,18,13
T_282,34,31,30,42,29,26,40,28
T_283,12,11,11,15,10,9,14,10
T_284,30,27,27,37,26,23,35,25
T_285,20,18,18,25,17,15,24,17
T_286,40,36,35,50,34,31,47,33
T_287,16,14,14,20,14,12,19,13
T_288,34,31,30,42,29,26,40,28
T_289,21,27,27,37,26,23,35,25
T_290,33,21,29,41,28,25,39,28
T_291,37,33,23,46,32,28,44,31
T_292,29,26,26,25,25,22,34,24
T_293,36,32,32,45,22,28,42,30
T_294,21,19,19,26,18,11,25,18
T_295,26,23,23,32,22,20,21,22
T_296,28,25,25,35,24,21,33,16
T_297,30,27,27,37,26,23,35,25
T_298,33,30,29,41,28,25,39,28
T_299,32,29,28,40,28,25,38,27
T_300,14,13,12,17,12,11,16,12
T_301,35,32,31,43,30,27,41,29
T_302,14,13,12,17,12,11,16,12
T_303,38,34,34,47,33,29,45,32
T_304,32,29,28,40,28,25,38,27
T_305,29,26,26,36,25,22,34,24
T_306,12,15,15,21,15,13,20,14
T_307,36,23,32,45,31,28,42,30
T_308,20,18,12,25,17,15,24,17
T_309,18,16,16,16,15,14,21,15
T_310,35,32,31,43,21,27,41,29
T_311,23,21,20,29,20,12,27,19
T_312,10,9,9,12,9,8,8,8
T_313,38,34,34,47,33,29,45,22
T_314,39,35,34,48,34,30,46,33
T_315,20,18,18,25,17,15,24,17
T_316,11,10,10,14,9,8,13,9
T_317,11,10,10,14,9,8,13,9
T_318,16,14,14,20,14,12,19,13
T_319,14,13,12,17,12,11,16,12
T_320,29,26,26,36,25,22,34,24
T_321,27,24,24,34,23,21,32,23
T_322,8,7,7,10,7,6,9,7
T_323,27,34,34,47,33,29,45,32
T_324,20,13,18,25,17,15,24,17
T_325,14,13,9,17,12,11,16,12
T_326,38,34,34,33,33,29,45,32
T_327,40,36,35,50,24,31,47,33
T_328,16,14,14,20,14,9,19,13
T_329,37,33,33,46,32,28,30,31
T_330,26,23,23,32,22,20,31,15
T_331,30,27,27,37,26,23,35,25
T_332,32,29,28,40,28,25,38,27
T_333,15,14,13,19,13,11,18,13
T_334,24,22,21,30,21,18,28,20
T_335,19,17,17,24,16,15,22,16
T_336,22,20,19,27,19,17,26,18
T_337,15,14,13,19,13,11,18,13
T_338,27,24,24,34,23,21,32,23
T_339,25,23,22,31,21,19,29,21
T_340,10,13,12,17,12,11,16,12
T_341,34,21,30,42,29,26,40,28
T_342,21,19,13,26,18,16,25,18
T_343,28,25,25,24,24,21,33,23
T_344,27,24,24,34,16,21,32,23
T_345,27,24,24,34,23,14,32,23
T_346,11,10,10,14,9,8,9,9
T_347,16,14,14,20,14,12,19,9
T_348,21,19,19,26,18,16,25,18
T_349,23,21,20,29,20,18,27,19
T_350,27,24,24,34,23,21,32,23
T_351,35,32,31,43,30,27,41,29
T_352,23,21,20,29,20,18,27,19
T_353,14,13,12,17,12,11,16,12
T_354,16,14,14,20,14,12,19,13
T_355,23,21,20,29,20,18,27,19
T_356,30,27,27,37,26,23,35,25
T_357,10,13,12,17,12,11,16,12
T_358,25,16,22,31,21,19,29,21
T_359,15,14,9,19,13,11,18,13
T_360,13,12,11,11,11,10,15,11
T_361,33,30,29,41,20,25,39,28
T_362,16,14,14,20,14,9,19,13
T_363,31,28,27,39,27,24,26,26
T_364,37,33,33,46,32,28,44,22
T_365,22,20,19,27,19,17,26,18
T_366,9,8,8,11,8,7,11,8
T_367,14,13,12,17,12,11,16,12
T_368,26,23,23,32,22,20,31,22
T_369,21,19,19,26,18,16,25,18
T_370,24,22,21,30,21,18,28,20
T_371,17,15,15,21,15,13,20,14
T_372,22,20,19,27,19,17,26,18
T_373,29,26,26,36,25,22,34,24
T_374,6,7,7,10,7,6,9,7
T_375,16,10,14,20,14,12,19,13
T_376,35,32,22,43,30,27,41,29
T_377,34,31,30,30,29,26,40,28
T_378,31,28,27,39,19,24,36,26
T_379,26,23,23,32,22,14,31,22
T_380,24,22,21,30,21,18,20,20
T_381,27,24,24,34,23,21,32,16
T_382,24,22,21,30,21,18,28,20
T_383,14,13,12,17,12,11,16,12
T_384,31,28,27,39,27,24,36,26
T_385,21,19,19,26,18,16,25,18
T_386,31,28,27,39,27,24,36,26
T_387,40,36,35,50,34,31,47,33
T_388,27,24,24,34,23,21,32,23
T_389,19,17,17,24,16,15,22,16
T_390,33,30,29,41,28,25,39,28
T_391,23,30,29,41,28,25,39,28
T_392,19,12,17,24,16,15,22,16
T_393,10,9,6,12,9,8,12,8
T_394,23,21,20,20,20,18,27,19
T_395,32,29,28,40,19,25,38,27
T_396,40,36,35,50,34,21,47,33
T_397,36,32,32,45,31,28,30,30
T_398,31,28,27,39,27,24,36,18
T_399,33,30,29,41,28,25,39,28
T_400,26,23,23,32,22,20,31,22
T_401,14,13,12,17,12,11,16,12
T_402,10,9,9,12,9,8,12,8
T_403,36,32,32,45,31,28,42,30
T_404,28,25,25,35,24,21,33,23
T_405,13,12,11,16,11,10,15,11
T_406,38,34,34,47,33,29,45,32
T_407,17,15,15,21,15,13,20,14
T_408,9,12,11,16,11,10,15,11
T_409,28,18,25,35,24,21,33,23
T_410,24,22,15,30,21,18,28,20
T_411,10,9,9,9,9,8,12,8
T_412,13,12,11,16,8,10,15,11
T_413,19,17,17,24,16,10,22,16
T_414,14,13,12,17,12,11,12,12
T_415,32,29,28,40,28,25,38,19
T_416,39,35,34,48,34,30,46,33
T_417,14,13,12,17,12,11,16,12
T_418,37,33,33,46,32,28,44,31
T_419,20,18,18,25,17,15,24,17
T_420,39,35,34,48,34,30,46,33
T_421,15,14,13,19,13,11,18,13
T_422,37,33,33,46,32,28,44,31
T_423,8,7,7,10,7,6,9,7
T_424,38,34,34,47,33,29,45,32
T_425,10,14,13,19,13,11,18,13
T_426,18,11,16,22,15,14,21,15
T_427,22,20,14,27,19,17,26,18
T_428,18,16,16,16,15,14,21,15
T_429,26,23,23,32,16,20,31,22
T_430,20,18,18,25,17,11,24,17
T_431,12,11,11,15,10,9,10,10
T_432,11,10,10,14,9,8,13,6
T_433,35,32,31,43,30,27,41,29
T_434,22,20,19,27,19,17,26,18
T_435,8,7,7,10,7,6,9,7
T_436,24,22,21,30,21,18,28,20
T_437,24,22,21,30,21,18,28,20
T_438,33,30,29,41,28,25,39,28
T_439,11,10,10,14,9,8,13,9
T_440,12,11,11,15,10,9,14,10
T_441,32,29,28,40,28,25,38,27
T_442,19,24,24,34,23,21,32,23
T_443,15,9,13,19,13,11,18,13
T_444,17,15,11,21,15,13,20,14
T_445,23,21,20,20,20,18,27,19
T_446,36,32,32,45,22,28,42,30
T_447,37,33,33,46,32,20,44,31
T_448,39,35,34,48,34,30,32,33
T_449,38,34,34,47,33,29,45,22
T_450,38,34,34,47,33,29,45,32
T_451,30,27,27,37,26,23,35,25
T_452,26,23,23,32,22,20,31,22
T_453,35,32,31,43,30,27,41,29
T_454,22,20,19,27,19,17,26,18
T_455,28,25,25,35,24,21,33,23
T_456,23,21,20,29,20,18,27,19
T_457,21,19,19,26,18,16,25,18
T_458,8,7,7,10,7,6,9,7
T_459,14,18,18,25,17,15,24,17
T_460,26,16,23,32,22,20,31,22
T_461,17,15,11,21,15,13,20,14
T_462,37,33,33,32,32,28,44,31
T_463,28,25,25,35,17,21,33,23
T_464,20,18,18,25,17,11,24,17
T_465,10,9,9,12,9,8,8,8
T_466,17,15,15,21,15,13,20,10
T_467,33,30,29,41,28,25,39,28
T_468,16,14,14,20,14,12,19,13
T_469,27,24,24,34,23,21,32,23
T_470,21,19,19,26,18,16,25,18
T_471,33,30,29,41,28,25,39,28
T_472,29,26,26,36,25,22,34,24
T_473,32,29,28,40,28,25,38,27
T_474,21,19,19,26,18,16,25,18
T_475,31,28,27,39,27,24,36,26
T_476,15,20,19,27,19,17,26,18
T_477,19,12,17,24,16,15,22,16
T_478,9,8,6,11,8,7,11,8
T_479,22,20,19,19,19,17,26,18
T_480,29,26,26,36,17,22,34,24
T_481,19,17,17,24,16,10,22,16
T_482,25,23,22,31,21,19,21,21
T_483,20,18,18,25,17,15,24,12
T_484,8,7,7,10,7,6,9,7
T_485,30,27,27,37,26,23,35,25
T_486,23,21,20,29,20,18,27,19
T_487,20,18,18,25,17,15,24,17
T_488,28,25,25,35,24,21,33,23
T_489,26,23,23,32,22,20,31,22
T_490,11,10,10,14,9,8,13,9
T_491,23,21,20,29,20,18,27,19
T_492,11,10,10,14,9,8,13,9
T_493,11,14,14,20,14,12,19,13
T_494,40,25,35,50,34,31,47,33
T_495,16,14,10,20,14,12,19,13
T_496,12,11,11,10,10,9,14,10
T_497,18,16,16,22,11,14,21,15
T_498,22,20,19,27,19,12,26,18
T_499,33,30,29,41,28,25,27,28
T_500,18,16,16,22,15,14,21,11
T_501,36,32,32,45,31,28,42,30
T_502,25,23,22,31,21,19,29,21
T_503,8,7,7,10,7,6,9,7
T_504,29,26,26,36,25,22,34,24
T_505,12,11,11,15,10,9,14,10
T_506,21,19,19,26,18,16,25,18
T_507,36,32,32,45,31,28,42,30
T_508,22,20,19,27,19,17,26,18
T_509,39,35,34,48,34,30,46,33
T_510,23,30,29,41,28,25,39,28
T_511,17,11,15,21,15,13,20,14
T_512,38,34,24,47,33,29,45,32
T_513,25,23,22,22,21,19,29,21
T_514,8,7,7,10,5,6,9,7
T_515,35,32,31,43,30,19,41,29
T_516,24,22,21,30,21,18,20,20
T_517,9,8,8,11,8,7,11,5
T_518,39,35,34,48,34,30,46,33
T_519,31,28,27,39,27,24,36,26
T_520,14,13,12,17,12,11,16,12
T_521,10,9,9,12,9,8,12,8
T_522,34,31,30,42,29,26,40,28
T_523,30,27,27,37,26,23,35,25
T_524,17,15,15,21,15,13,20,14
T_525,32,29,28,40,28,25,38,27
T_526,18,16,16,22,15,14,21,15
T_527,15,20,19,27,19,17,26,18
T_528,24,15,21,30,21,18,28,20
T_529,35,32,22,43,30,27,41,29
T_530,12,11,11,10,10,9,14,10
T_531,34,31,30,42,20,26,40,28
T_532,20,18,18,25,17,11,24,17
T_533,12,11,11,15,10,9,10,10
T_534,20,18,18,25,17,15,24,12
T_535,18,16,16,22,15,14,21,15
T_536,15,14,13,19,13,11,18,13
T_537,24,22,21,30,21,18,28,20
T_538,37,33,33,46,32,28,44,31
T_539,40,36,35,50,34,31,47,33
T_540,32,29,28,40,28,25,38,27
T_541,40,36,35,50,34,31,47,33
T_542,21,19,19,26,18,16,25,18
T_543,16,14,14,20,14,12,19,13
T_544,19,24,24,34,23,21,32,23
T_545,27,17,24,34,23,21,32,23
T_546,24,22,15,30,21,18,28,20
T_547,18,16,16,16,15,14,21,15
T_548,13,12,11,16,8,10,15,11
T_549,10,9,9,12,9,5,12,8
T_550,40,36,35,50,34,31,33,33
T_551,15,14,13,19,13,11,18,9
T_552,12,11,11,15,10,9,14,10
T_553,19,17,17,24,16,15,22,16
T_554,33,30,29,41,28,25,39,28
T_555,35,32,31,43,30,27,41,29
T_556,30,27,27,37,26,23,35,25
T_557,18,16,16,22,15,14,21,15
T_558,36,32,32,45,31,28,42,30
T_559,10,9,9,12,9,8,12,8
T_560,19,17,17,24,16,15,22,16
T_561,22,28,27,39,27,24,36,26
T_562,19,12,17,24,16,15,22,16
T_563,38,34,24,47,33,29,45,32
T_564,28,25,25,24,24,21,33,23
T_565,31,28,27,39,19,24,36,26
T_566,21,19,19,26,18,11,25,18
T_567,18,16,16,22,15,14,15,15
T_568,9,8,8,11,8,7,11,5
T_569,16,14,14,20,14,12,19,13
T_570,16,14,14,20,14,12,19,13
T_571,14,13,12,17,12,11,16,12
T_572,31,28,27,39,27,24,36,26
T_573,15,14,13,19,13,11,18,13
T_574,36,32,32,45,31,28,42,30
T_575,33,30,29,41,28,25,39,28
T_576,19,17,17,24,16,15,22,16
T_577,17,15,15,21,15,13,20,14
T_578,25,32,32,45,31,28,42,30
T_579,19,12,17,24,16,15,22,16
T_580,27,24,17,34,23,21,32,23
T_581,34,31,30,30,29,26,40,28
T_582,33,30,29,41,20,25,39,28
T_583,12,11,11,15,10,6,14,10
T_584,31,28,27,39,27,24,26,26
T_585,32,29,28,40,28,25,38,19
T_586,35,32,31,43,30,27,41,29
T_587,19,17,17,24,16,15,22,16
T_588,29,26,26,36,25,22,34,24
T_589,13,12,11,16,11,10,15,11
T_590,19,17,17,24,16,15,22,16
T_591,16,14,14,20,14,12,19,13
T_592,28,25,25,35,24,21,33,23
T_593,38,34,34,47,33,29,45,32
T_594,25,23,22,31,21,19,29,21
T_595,6,8,8,11,8,7,11,8
T_596,18,11,16,22,15,14,21,15
T_597,12,11,7,15,10,9,14,10
T_598,21,19,19,18,18,16,25,18
T_599,23,21,20,29,14,18,27,19
T_600,32,29,28,40,28,17,38,27
T_601,15,14,13,19,13,11,12,13
T_602,14,13,12,17,12,11,16,8
T_603,27,24,24,34,23,21,32,23
T_604,21,19,19,26,18,16,25,18
T_605,14,13,12,17,12,11,16,12
T_606,17,15,15,21,15,13,20,14
T_607,24,22,21,30,21,18,28,20
T_608,10,9,9,12,9,8,12,8
T_609,8,7,7,10,7,6,9,7
T_610,20,18,18,25,17,15,24,17
T_611,20,18,18,25,17,15,24,17
T_612,9,12,11,16,11,10,15,11
T_613,17,11,15,21,15,13,20,14
T_614,19,17,12,24,16,15,22,16
T_615,19,17,17,17,16,15,22,16
T_616,26,23,23,32,16,20,31,22
T_617,17,15,15,21,15,9,20,14
T_618,17,15,15,21,15,13,14,14
T_619,8,7,7,10,7,6,9,5
T_620,12,11,11,15,10,9,14,10
T_621,39,35,34,48,34,30,46,33
T_622,39,35,34,48,34,30,46,33
T_623,29,26,26,36,25,22,34,24
T_624,15,14,13,19,13,11,18,13
T_625,40,36,35,50,34,31,47,33
T_626,29,26,26,36,25,22,34,24
T_627,23,21,20,29,20,18,27,19
T_628,24,22,21,30,21,18,28,20
T_629,12,15,15,21,15,13,20,14
T_630,21,13,19,26,18,16,25,18
T_631,14,13,9,17,12,11,16,12
T_632,25,23,22,22,21,19,29,21
T_633,27,24,24,34,16,21,32,23
T_634,39,35,34,48,34,21,46,33
T_635,10,9,9,12,9,8,8,8
T_636,13,12,11,16,11,10,15,8
T_637,15,14,13,19,13,11,18,13
T_638,26,23,23,32,22,20,31,22
T_639,38,34,34,47,33,29,45,32
T_640,25,23,22,31,21,19,29,21
T_641,14,13,12,17,12,11,16,12
T_642,15,14,13,19,13,11,18,13
T_643,11,10,10,14,9,8,13,9
T_644,14,13,12,17,12,11,16,12
T_645,17,15,15,21,15,13,20,14
T_646,13,16,16,22,15,14,21,15
T_647,33,21,29,41,28,25,39,28
T_648,25,23,15,31,21,19,29,21
T_649,26,23,23,23,22,20,31,22
T_650,19,17,17,24,11,15,22,16
T_651,18,16,16,22,15,10,21,15
T_652,17,15,15,21,15,13,14,14
T_653,22,20,19,27,19,17,26,13
T_654,19,17,17,24,16,15,22,16
T_655,38,34,34,47,33,29,45,32
T_656,21,19,19,26,18,16,25,18
T_657,17,15,15,21,15,13,20,14
T_658,38,34,34,47,33,29,45,32
T_659,15,14,13,19,13,11,18,13
T_660,34,31,30,42,29,26,40,28
T_661,22,20,19,27,19,17,26,18
T_662,17,15,15,21,15,13,20,14
T_663,16,21,20,29,20,18,27,19
T_664,25,16,22,31,21,19,29,21
T_665,38,34,24,47,33,29,45,32
T_666,27,24,24,23,23,21,32,23
T_667,35,32,31,43,21,27,41,29
T_668,9,8,8,11,8,5,11,8
T_669,28,25,25,35,24,21,23,23
T_670,35,32,31,43,30,27,41,20
T_671,11,10,10,14,9,8,13,9
T_672,38,34,34,47,33,29,45,32
T_673,21,19,19,26,18,16,25,18
T_674,10,9,9,12,9,8,12,8
T_675,11,10,10,14,9,8,13,9
T_676,8,7,7,10,7,6,9,7
T_677,19,17,17,24,16,15,22,16
T_678,19,17,17,24,16,15,22,16
T_679,14,13,12,17,12,11,16,12
T_680,20,25,25,35,24,21,33,23
T_681,8,5,7,10,7,6,9,7
T_682,9,8,6,11,8,7,11,8
T_683,27,24,24,23,23,21,32,23
T_684,18,16,16,22,11,14,21,15
T_685,17,15,15,21,15,9,20,14
T_686,28,25,25,35,24,21,23,23
T_687,19,17,17,24,16,15,22,11
T_688,40,36,35,50,34,31,47,33
T_689,27,24,24,34,23,21,32,23
T_690,19,17,17,24,16,15,22,16
T_691,21,19,19,26,18,16,25,18
T_692,40,36,35,50,34,31,47,33
T_693,15,14,13,19,13,11,18,13
T_694,14,13,12,17,12,11,16,12
T_695,34,31,30,42,29,26,40,28
