TP,P_0,P_1
T_52,3.8455406586711343,3.8103456180067723
T_53,4.122684578262033,3.94117206671278
T_54,6.190490763443373,4.3794277574967175
T_55,0.6429412691161732,0.8696813927606076
T_56,6.183664190077854,6.0303129871738435
T_57,4.1124196832700575,4.594058404621875
T_58,3.209964472849099,3.1215507815825543
T_59,1.3551388701903275,1.1925033199328972
T_60,2.007869427965403,2.144542542905233
T_61,2.448684452062928,3.6237734444938323
T_62,0.688308997131901,1.2095482178298007
T_63,1.0047281464642646,1.1429620275558878
T_64,4.861681001066542,3.692224078902139
T_65,2.582970302946454,2.9762955022413684
T_66,5.961658834521944,3.5212357732076964
T_67,4.420649786585736,5.407875110045811
T_68,5.653554300141618,5.632124867760289
T_69,3.343166913408167,3.0606704432737972
T_70,4.9880092587064375,6.017552804333751
T_71,3.4257479563051003,5.619928067332887
T_72,1.0494420915348655,1.498106868710741
T_73,5.0841482495438415,3.664219668957628
T_74,2.883552030402114,3.287449512011543
T_75,0.7279017815278803,1.0440382804551978
T_76,1.160807598722184,0.8070275594425831
T_77,4.460495946213937,4.791671663858678
T_78,1.5455941758915555,1.5518680902142283
T_79,3.9532182385185344,4.473410186041736
T_80,2.976909236597403,3.4450651940319363
T_81,2.9765610167479357,2.3919699149700007
T_82,1.4706577298583707,1.299291000350045
T_83,2.7408177642568172,1.8284201232986725
T_84,0.7682828230310266,0.6667870321808588
T_85,2.1272915567858437,2.282841537679268
T_86,2.6374755902697897,3.1347476036029
T_87,1.6391514378535728,2.4585636962134436
T_88,4.485021184095644,3.769370870841706
T_89,0.5203010747101796,0.8954338518807794
T_90,3.6203049815925485,5.950118348883528
T_91,3.6216062420237236,6.632147491830569
T_92,5.823795188562519,3.7382788380532714
T_93,5.061901512313051,3.8150598110505776
T_94,4.385266743324543,3.4965863145465224
T_95,1.0860255476073264,1.5842006967317896
T_96,3.93288634485786,3.8073438363980263
T_97,3.999196205801316,4.910493257522242
T_98,1.8152851639604857,2.409030226926017
T_99,5.186123829954038,5.62706962237451
T_100,1.2575294781964645,1.3138514111893411
T_101,6.168700732966428,4.5765739053273835
T_102,2.2979816836267615,2.242896579302988
T_103,0.4853475527700234,0.4877904495853053
T_104,2.433262979496169,3.0965152766487685
T_105,2.1216940200478436,2.67089904472151
T_106,4.320706288098513,2.4961200480226715
T_107,3.265170690646353,2.8545382825859718
T_108,2.247249552073836,3.7004038946336495
T_109,3.420902044006934,4.124273026756232
T_110,4.321914941216916,3.4241985176202485
T_111,1.1811547319659836,0.7251725582782503
T_112,3.679555496667873,4.717789495990674
T_113,1.5894811622596254,1.531326587006814
T_114,1.7960801774397088,2.2591966277218063
T_115,1.9126466725995468,1.7488068826561372
T_116,1.8347707109433866,1.1113959059276397
T_117,1.4521333301751982,1.6615085206066746
T_118,4.190321744354299,4.509923924532263
T_119,3.050564487983665,2.39344033630969
T_120,0.4122436885107048,0.5710418142809155
T_121,2.908465676787343,2.011477064668342
T_122,2.186429505018665,1.806244214417729
T_123,0.6092992681560364,0.47211134993621884
T_124,1.0806816132721613,0.8338054585984075
T_125,0.5931437877279431,0.6253647273035237
T_126,3.113584819315713,2.904408353806477
T_127,2.843555904660162,1.6758369430635884
T_128,2.2914183863795983,2.0974915424406984
T_129,3.7484151863829425,3.0429757084304576
T_130,1.4924893621785398,1.9912745549819317
T_131,2.3358711231382148,3.337449471126919
T_132,1.1992080300175088,1.1441668705277679
T_133,5.861915625852905,6.284683698956867
T_134,0.9798059417713547,0.6711325546002591
T_135,1.7607716358628906,1.159477588422384
T_136,5.350209301614418,4.844917269925883
T_137,2.6649685587922405,2.6543335919364632
T_138,5.40095178019702,3.8912296302587306
T_139,3.795952467032783,2.5804010069291348
T_140,2.816890099328436,2.338725431997751
T_141,1.7986645717475291,2.3873284598475455
T_142,0.4158912968493208,0.31863447640587406
T_143,0.3820492737417408,0.4405622891237486
T_144,0.7692475441046871,0.9198392182336539
T_145,1.4564902773838662,1.1231503975950283
T_146,4.728956548233912,6.490602195941266
T_147,1.3066717485345085,2.2058963635577165
T_148,0.7363705762954412,0.8908985052274434
T_149,4.990076483812679,4.748374868961717
T_150,0.8295315623278392,0.8908959208122094
T_151,1.427290729170295,1.4125423414865572
T_152,4.7105957806072905,2.933786336890916
T_153,3.453384309812302,3.64878487517932
T_154,0.963801257900566,0.7477329440361583
T_155,1.9134867678651752,1.5152743470123837
T_156,3.2821210367391798,4.003957167305245
T_157,3.567786898916903,4.192212688411855
T_158,3.725636291748941,3.555061889294974
T_159,2.110976789481904,1.437165840716716
T_160,4.8035685139529996,5.690056119692699
T_161,3.632567953262943,4.834324294625257
T_162,4.72784388936868,5.8370757185315805
T_163,3.9312538057372417,4.20638699035769
T_164,4.617149596586689,6.209258220140621
T_165,4.7387381830934325,6.647113984023768
T_166,2.6544954509522203,2.6753813723809987
T_167,1.9771890456957266,2.4629140161287677
T_168,0.8282102920189646,0.6720279300226877
T_169,1.2710523784307866,1.6382562824790752
T_170,1.2324863636176144,1.2803306195561701
T_171,4.287509303280495,4.990843330160335
T_172,2.040376719393058,1.545504505075613
T_173,4.3102559387832375,3.5598555450137535
T_174,2.7108625400496713,4.673006803097702
T_175,3.5735531745513844,2.732419485112736
T_176,0.633369417173647,0.7024647601822678
T_177,1.6665132637798084,2.2893799411931464
T_178,4.079987286558021,5.111809098087985
T_179,0.8151221003421112,0.7482234305344595
T_180,1.1505752399577247,1.0290801492164394
T_181,4.131592603582303,4.1635422691684685
T_182,3.2252423394424774,3.78429437336717
T_183,1.77983976161807,1.1623995237084326
T_184,2.221892104167983,2.0481834844161715
T_185,1.4313337090768914,1.9726125454654921
T_186,4.402388810396307,2.9916237420287537
T_187,6.017185053018545,4.4460596100182395
T_188,2.1090836830972357,2.3061753006468217
T_189,5.366089255918078,5.527636819042708
T_190,0.48993797277270823,0.688014783255533
T_191,3.0119349948133087,2.642306589058896
T_192,4.641379840849317,3.925956682728878
T_193,1.6658215340393658,1.7372893178780506
T_194,2.67157338832961,4.211614123054537
T_195,3.7786170266422676,4.792276934849096
T_196,5.6462626644833644,6.2570109497197155
T_197,3.237576689918087,2.6134113469025344
T_198,1.0697301723377082,1.182126675646245
T_199,4.208853572037043,3.7097494879076196
T_200,3.081707762528798,1.8511754312687378
T_201,2.944043524686688,4.0770802319953745
T_202,0.3886313106410765,0.43975489095735676
T_203,3.5305264944116397,2.6690681915759025
T_204,1.3809263797207825,1.467375525965032
T_205,3.120280058045325,1.9517970306315484
T_206,3.8997621301644854,4.82114356606842
T_207,1.4305069989496544,2.1541710779828405
T_208,1.3625112216762783,1.705017963472373
T_209,1.652442696210315,1.9670044258330026
T_210,4.1625787230905145,5.671415632535819
T_211,2.5574942435227785,3.329635900463778
T_212,5.73737882262529,5.3711531985199485
T_213,3.8182122064306463,3.885918073881811
T_214,1.5430122234269232,1.8715849559313047
T_215,5.827266810395191,4.950048264541226
T_216,0.4980925802860352,0.545228034194297
T_217,3.855623132947406,2.763921953335627
T_218,2.037123035821224,2.2561256808521604
T_219,0.6946908302640359,0.726570815982506
T_220,6.434630548239084,3.531831575134684
T_221,0.5078363625520844,0.4586163563511696
T_222,2.201275872973773,3.6179870441085447
T_223,3.8760057205174725,2.569161779930651
T_224,3.5557491200241467,3.911780951248939
T_225,3.5857756622396404,4.134529758410983
T_226,2.054164071700403,2.1188618460338793
T_227,0.8610469216780827,0.4821673901902649
T_228,4.506401121605393,4.037477425908428
T_229,4.307847375754879,4.399668631130363
T_230,0.317606625096057,0.6008871424593106
T_231,5.504184198268598,4.4369996577408894
T_232,1.7027681241487107,1.6987257762480175
T_233,1.4854960331690779,2.194552336111009
T_234,3.7515726354042416,3.1997022440855885
T_235,3.366269572779445,3.62247980397925
T_236,2.6523408432778304,2.2927468319107396
T_237,1.6142040427607416,2.368521185084108
T_238,1.0391813226202296,1.0008902696531914
T_239,3.2542260344486484,3.296366288373518
T_240,2.2396442787119035,3.311990678042469
T_241,1.8196445581125513,2.5101387915783495
T_242,1.714042622370537,1.2636047108204222
T_243,4.545746468085667,3.641146713497099
T_244,5.312304909978533,4.986213895542754
T_245,3.010266536207663,3.950004342310673
T_246,4.420580624531083,5.19533125408258
T_247,3.2731142719740616,2.2687820673408217
T_248,2.3702617879177703,3.44110605248591
T_249,3.39981569068847,2.7458138986568574
T_250,4.383679855241091,4.4663095899902805
T_251,1.0211935520660689,1.2127644287367922
T_252,2.880788935230851,3.9716713844844636
T_253,2.109023415822357,2.0621755529009356
T_254,5.3935102060624285,4.9188992126445115
T_255,2.8770986168910286,3.1046111760562125
T_256,3.089712084189994,3.8844996286523417
T_257,3.373249275002536,5.772738130070675
T_258,1.9444302197348713,2.7477625127209735
T_259,2.340580514307274,2.870140303352907
T_260,2.0055828477147988,2.1529319179846604
T_261,3.3316264612366515,4.186139198357953
T_262,6.839780397262289,6.163409933840559
T_263,2.153169164150481,1.8547657697830293
T_264,2.405208638827624,2.1088112646854675
T_265,3.941391548263297,2.2294969639803544
T_266,4.839841228494178,2.619963340107584
T_267,1.1742900243783958,0.7292784966100183
T_268,1.1059925782159858,1.9194497248341555
T_269,2.802935843642883,4.928643764627315
T_270,1.6670021644262125,1.6186161820799503
T_271,3.556190810804301,4.125225888724087
T_272,1.732097345615167,1.1803571196410825
T_273,4.7187772367442085,4.967817147377788
T_274,0.6873825018843258,0.40525715238853616
T_275,2.5507414175315453,2.7395825885386396
T_276,1.475563422011108,1.7758746861893253
T_277,2.640061545348541,1.9272969776267674
T_278,5.083635721084907,6.099553741085769
T_279,0.5086887263295403,0.8181642797720086
T_280,4.228130862949534,3.4598430026110805
T_281,2.394528723223999,2.3061845437807262
T_282,4.50432604248004,4.961317527816786
T_283,4.946055777396536,3.208724972938125
T_284,2.0601436242871074,1.8439886616479235
T_285,1.9044396791442812,1.4256229530241051
T_286,4.75913949581967,4.843642634894346
T_287,5.223673934669491,4.711264807351231
T_288,1.3008591447035018,1.1293173448613283
T_289,1.5471537389372851,1.5429284217714128
T_290,1.117855880148215,1.175897237593849
T_291,4.809635774743459,3.146426992643868
T_292,3.0960046074141307,4.8797925800738255
T_293,4.051796926363027,4.646573216880552
T_294,0.428121429782622,0.3788629135979836
T_295,0.46080901301905425,0.5852544879429027
T_296,1.1476689713471133,0.9345872274303608
T_297,2.469604302924273,1.952122462902727
T_298,2.174012355294862,2.6028490061733036
T_299,2.9182849975827097,1.844883855615395
