TP,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7
T_343,19,16,22,13,19,18,25,20
T_344,27,23,32,27,19,26,36,29
T_345,36,31,43,36,37,24,48,38
T_346,36,31,43,36,37,35,33,38
T_347,9,8,11,9,9,9,12,7
T_348,8,7,10,8,8,8,11,9
T_349,17,15,20,17,18,17,23,18
T_350,31,26,36,31,31,30,41,32
T_351,32,27,37,32,32,31,42,33
T_352,20,17,23,20,20,19,26,21
T_353,15,13,18,15,16,15,20,16
T_354,11,9,13,11,11,10,14,11
T_355,13,11,15,13,13,12,17,13
T_356,26,22,31,26,27,25,35,28
T_357,15,19,26,22,22,21,29,23
T_358,23,14,27,23,23,22,30,24
T_359,35,29,28,34,35,33,45,36
T_360,35,29,40,24,35,33,45,36
T_361,13,11,15,13,9,12,17,13
T_362,35,29,40,34,35,23,45,36
T_363,20,17,23,20,20,19,18,21
T_364,20,17,23,20,20,19,26,15
T_365,35,29,40,34,35,33,45,36
T_366,14,12,16,14,14,13,18,14
T_367,22,19,26,22,22,21,29,23
T_368,22,19,26,22,22,21,29,23
T_369,13,11,15,13,13,12,17,13
T_370,28,24,33,28,29,27,37,30
T_371,18,15,21,18,18,17,24,19
T_372,12,10,14,12,12,11,16,12
T_373,15,12,17,14,15,14,19,15
T_374,25,31,43,36,37,35,48,38
T_375,20,12,23,20,20,19,26,21
T_376,34,29,28,33,34,32,44,35
T_377,23,19,27,16,23,22,30,24
T_378,29,25,34,29,21,28,38,31
T_379,22,19,26,22,22,15,29,23
T_380,15,13,18,15,16,15,14,16
T_381,15,12,17,14,15,14,19,11
T_382,23,19,27,23,23,22,30,24
T_383,32,27,37,32,32,31,42,33
T_384,23,19,27,23,23,22,30,24
T_385,8,7,10,8,8,8,11,9
T_386,11,9,13,11,11,10,14,11
T_387,17,15,20,17,18,17,23,18
T_388,27,23,32,27,28,26,36,29
T_389,28,24,33,28,29,27,37,30
T_390,21,18,24,21,21,20,27,22
T_391,5,6,9,7,7,7,10,8
T_392,9,5,11,9,9,9,12,10
T_393,12,10,10,12,12,11,16,12
T_394,25,22,30,18,26,24,33,27
T_395,12,10,14,12,8,11,16,12
T_396,32,27,37,32,32,21,42,33
T_397,19,16,22,19,19,18,18,20
T_398,35,29,40,34,35,33,45,25
T_399,12,10,14,12,12,11,16,12
T_400,18,15,21,18,18,17,24,19
T_401,16,14,19,16,17,16,21,17
T_402,14,12,16,14,14,13,18,14
T_403,13,11,15,13,13,12,17,13
T_404,29,25,34,29,29,28,38,31
T_405,32,27,37,32,32,31,42,33
T_406,22,19,26,22,22,21,29,23
T_407,23,19,27,23,23,22,30,24
T_408,19,23,32,27,28,26,36,29
T_409,14,8,16,14,14,13,18,14
T_410,18,15,15,18,18,17,24,19
T_411,16,14,19,11,17,16,21,17
T_412,34,29,39,33,24,32,44,35
T_413,17,15,20,17,18,12,23,18
T_414,27,23,32,27,28,26,25,29
T_415,19,16,22,19,19,18,25,14
T_416,9,8,11,9,9,9,12,10
T_417,21,18,24,21,21,20,27,22
T_418,11,9,13,11,11,10,14,11
T_419,25,22,30,25,26,24,33,27
T_420,33,28,38,33,33,31,43,34
T_421,22,19,26,22,22,21,29,23
T_422,18,15,21,18,18,17,24,19
T_423,35,30,42,35,36,34,47,37
T_424,11,9,13,11,11,10,14,11
T_425,22,27,37,32,32,31,42,33
T_426,26,16,31,26,27,25,35,28
T_427,26,22,22,26,27,25,35,28
T_428,20,17,23,14,20,19,26,21
T_429,25,22,30,25,18,24,33,27
T_430,24,20,28,23,24,16,31,25
T_431,26,22,31,26,27,25,24,28
T_432,35,30,42,35,36,34,47,26
T_433,30,25,35,30,30,29,39,31
T_434,30,25,35,30,30,29,39,31
T_435,9,8,11,9,9,9,12,10
T_436,15,12,17,14,15,14,19,15
T_437,35,30,42,35,36,34,47,37
T_438,17,15,20,17,18,17,23,18
T_439,7,6,9,7,7,7,10,8
T_440,26,22,31,26,27,25,35,28
T_441,30,25,35,30,30,29,39,31
T_442,10,12,16,14,14,13,18,14
T_443,34,20,39,33,34,32,44,35
T_444,23,19,19,23,23,22,30,24
T_445,23,19,27,16,23,22,30,24
T_446,33,28,38,33,23,31,43,34
T_447,29,25,34,29,29,20,38,31
T_448,21,18,24,21,21,20,19,22
T_449,24,20,28,23,24,23,31,17
T_450,36,31,43,36,37,35,48,38
T_451,8,7,10,8,8,8,11,9
T_452,10,8,12,10,10,10,13,10
T_453,33,28,38,33,33,31,43,34
T_454,13,11,15,13,13,12,17,13
T_455,12,10,14,12,12,11,16,12
T_456,26,22,31,26,27,25,35,28
T_457,33,28,38,33,33,31,43,34
T_458,29,25,34,29,29,28,38,31
T_459,18,22,30,25,26,24,33,27
T_460,28,17,33,28,29,27,37,30
T_461,12,10,10,12,12,11,16,12
T_462,22,19,26,15,22,21,29,23
T_463,18,15,21,18,13,17,24,19
T_464,25,21,29,24,25,17,32,26
T_465,25,22,30,25,26,24,23,27
T_466,16,14,19,16,17,16,21,12
T_467,16,14,19,16,17,16,21,17
T_468,7,6,9,7,7,7,10,8
T_469,15,13,18,15,16,15,20,16
T_470,15,12,17,14,15,14,19,15
T_471,26,22,31,26,27,25,35,28
T_472,12,10,14,12,12,11,16,12
T_473,14,12,16,14,14,13,18,14
T_474,25,22,30,25,26,24,33,27
T_475,28,24,33,28,29,27,37,30
T_476,12,15,20,17,18,17,23,18
T_477,20,12,23,20,20,19,26,21
T_478,15,13,13,15,16,15,20,16
T_479,13,11,15,9,13,12,17,13
T_480,15,12,17,14,10,14,19,15
T_481,30,25,35,30,30,20,39,31
T_482,31,26,36,31,31,30,28,32
T_483,9,8,11,9,9,9,12,7
T_484,20,17,23,20,20,19,26,21
T_485,29,25,34,29,29,28,38,31
T_486,20,17,23,20,20,19,26,21
T_487,24,20,28,23,24,23,31,25
T_488,31,26,36,31,31,30,41,32
T_489,7,6,9,7,7,7,10,8
T_490,32,27,37,32,32,31,42,33
T_491,26,22,31,26,27,25,35,28
T_492,15,12,17,14,15,14,19,15
T_493,15,18,24,21,21,20,27,22
T_494,12,7,14,12,12,11,16,12
T_495,12,10,10,12,12,11,16,12
T_496,7,6,9,5,7,7,10,8
T_497,26,22,31,26,19,25,35,28
T_498,35,29,40,34,35,23,45,36
T_499,22,19,26,22,22,21,20,23
T_500,30,25,35,30,30,29,39,22
T_501,36,31,43,36,37,35,48,38
T_502,25,22,30,25,26,24,33,27
T_503,28,24,33,28,29,27,37,30
T_504,23,19,27,23,23,22,30,24
T_505,24,20,28,23,24,23,31,25
T_506,8,7,10,8,8,8,11,9
T_507,10,8,12,10,10,10,13,10
T_508,13,11,15,13,13,12,17,13
T_509,35,29,40,34,35,33,45,36
T_510,22,26,36,31,31,30,41,32
T_511,22,13,26,22,22,21,29,23
T_512,34,29,28,33,34,32,44,35
T_513,31,26,36,22,31,30,41,32
T_514,11,9,13,11,8,10,14,11
T_515,15,12,17,14,15,10,19,15
T_516,13,11,15,13,13,12,12,13
T_517,15,13,18,15,16,15,20,11
T_518,22,19,26,22,22,21,29,23
T_519,17,15,20,17,18,17,23,18
T_520,8,7,10,8,8,8,11,9
T_521,16,14,19,16,17,16,21,17
T_522,22,19,26,22,22,21,29,23
T_523,35,30,42,35,36,34,47,37
T_524,8,7,10,8,8,8,11,9
T_525,24,20,28,23,24,23,31,25
T_526,36,31,43,36,37,35,48,38
T_527,17,21,29,24,25,24,32,26
T_528,25,15,30,25,26,24,33,27
T_529,35,29,28,34,35,33,45,36
T_530,19,16,22,13,19,18,25,20
T_531,20,17,23,20,14,19,26,21
T_532,20,17,23,20,20,13,26,21
T_533,35,29,40,34,35,33,32,36
T_534,35,29,40,34,35,33,45,25
T_535,33,28,38,33,33,31,43,34
T_536,20,17,23,20,20,19,26,21
T_537,32,27,37,32,32,31,42,33
T_538,25,21,29,24,25,24,32,26
T_539,31,26,36,31,31,30,41,32
T_540,31,26,36,31,31,30,41,32
T_541,11,9,13,11,11,10,14,11
T_542,16,14,19,16,17,16,21,17
T_543,8,7,10,8,8,8,11,9
T_544,11,13,18,15,16,15,20,16
T_545,25,15,29,24,25,24,32,26
T_546,22,19,18,22,22,21,29,23
T_547,15,13,18,11,16,15,20,16
T_548,24,20,28,23,17,23,31,25
T_549,7,6,9,7,7,5,10,8
T_550,35,30,42,35,36,34,33,37
T_551,30,25,35,30,30,29,39,22
T_552,33,28,38,33,33,31,43,34
T_553,17,15,20,17,18,17,23,18
T_554,11,9,13,11,11,10,14,11
T_555,11,9,13,11,11,10,14,11
T_556,35,29,40,34,35,33,45,36
T_557,21,18,24,21,21,20,27,22
T_558,20,17,23,20,20,19,26,21
T_559,10,8,12,10,10,10,13,10
T_560,14,12,16,14,14,13,18,14
T_561,22,27,37,32,32,31,42,33
T_562,26,16,31,26,27,25,35,28
T_563,35,30,29,35,36,34,47,37
T_564,9,8,11,6,9,9,12,10
T_565,13,11,15,13,9,12,17,13
T_566,10,8,12,10,10,7,13,10
T_567,16,14,19,16,17,16,15,17
T_568,35,30,42,35,36,34,47,26
T_569,7,6,9,7,7,7,10,8
T_570,12,10,14,12,12,11,16,12
T_571,16,14,19,16,17,16,21,17
T_572,33,28,38,33,33,31,43,34
T_573,29,25,34,29,29,28,38,31
T_574,19,16,22,19,19,18,25,20
T_575,26,22,31,26,27,25,35,28
T_576,9,8,11,9,9,9,12,10
T_577,16,14,19,16,17,16,21,17
T_578,16,19,27,23,23,22,30,24
T_579,35,21,40,34,35,33,45,36
T_580,15,12,12,14,15,14,19,15
T_581,13,11,15,9,13,12,17,13
T_582,25,21,29,24,17,24,32,26
T_583,15,13,18,15,16,10,20,16
T_584,22,19,26,22,22,21,20,23
T_585,31,26,36,31,31,30,41,23
T_586,17,15,20,17,18,17,23,18
T_587,27,23,32,27,28,26,36,29
T_588,8,7,10,8,8,8,11,9
T_589,35,29,40,34,35,33,45,36
T_590,21,18,24,21,21,20,27,22
T_591,21,18,24,21,21,20,27,22
T_592,23,19,27,23,23,22,30,24
T_593,13,11,15,13,13,12,17,13
T_594,34,29,39,33,34,32,44,35
T_595,23,28,38,33,33,31,43,34
T_596,10,6,12,10,10,10,13,10
T_597,25,22,21,25,26,24,33,27
T_598,11,9,13,8,11,10,14,11
T_599,30,25,35,30,21,29,39,31
T_600,19,16,22,19,19,13,25,20
T_601,24,20,28,23,24,23,22,25
T_602,31,26,36,31,31,30,41,23
T_603,24,20,28,23,24,23,31,25
T_604,9,8,11,9,9,9,12,10
T_605,21,18,24,21,21,20,27,22
T_606,30,25,35,30,30,29,39,31
T_607,22,19,26,22,22,21,29,23
T_608,18,15,21,18,18,17,24,19
T_609,29,25,34,29,29,28,38,31
T_610,32,27,37,32,32,31,42,33
T_611,30,25,35,30,30,29,39,31
T_612,10,12,17,14,15,14,19,15
T_613,12,7,14,12,12,11,16,12
T_614,15,13,13,15,16,15,20,16
T_615,9,8,11,6,9,9,12,10
T_616,10,8,12,10,7,10,13,10
T_617,10,8,12,10,10,7,13,10
T_618,25,22,30,25,26,24,23,27
T_619,19,16,22,19,19,18,25,14
T_620,19,16,22,19,19,18,25,20
T_621,27,23,32,27,28,26,36,29
T_622,17,15,20,17,18,17,23,18
T_623,14,12,16,14,14,13,18,14
T_624,25,21,29,24,25,24,32,26
T_625,36,31,43,36,37,35,48,38
T_626,35,30,42,35,36,34,47,37
T_627,30,25,35,30,30,29,39,31
T_628,20,17,23,20,20,19,26,21
T_629,17,20,28,23,24,23,31,25
T_630,21,12,24,21,21,20,27,22
T_631,12,10,10,12,12,11,16,12
T_632,8,7,10,6,8,8,11,9
T_633,35,29,40,34,25,33,45,36
T_634,14,12,16,14,14,9,18,14
T_635,35,30,42,35,36,34,33,37
T_636,26,22,31,26,27,25,35,19
T_637,15,13,18,15,16,15,20,16
T_638,33,28,38,33,33,31,43,34
T_639,35,30,42,35,36,34,47,37
T_640,25,21,29,24,25,24,32,26
T_641,27,23,32,27,28,26,36,29
T_642,24,20,28,23,24,23,31,25
T_643,17,15,20,17,18,17,23,18
T_644,22,19,26,22,22,21,29,23
T_645,22,19,26,22,22,21,29,23
T_646,8,10,14,12,12,11,16,12
T_647,25,15,30,25,26,24,33,27
T_648,16,14,13,16,17,16,21,17
T_649,21,18,24,15,21,20,27,22
T_650,35,29,40,34,25,33,45,36
T_651,29,25,34,29,29,20,38,31
T_652,21,18,24,21,21,20,19,22
T_653,29,25,34,29,29,28,38,21
T_654,15,12,17,14,15,14,19,15
T_655,19,16,22,19,19,18,25,20
T_656,27,23,32,27,28,26,36,29
T_657,30,25,35,30,30,29,39,31
T_658,14,12,16,14,14,13,18,14
T_659,31,26,36,31,31,30,41,32
T_660,30,25,35,30,30,29,39,31
T_661,25,22,30,25,26,24,33,27
T_662,7,6,9,7,7,7,10,8
T_663,10,12,16,14,14,13,18,14
T_664,16,10,19,16,17,16,21,17
T_665,8,7,7,8,8,8,11,9
T_666,30,25,35,21,30,29,39,31
T_667,15,12,17,14,10,14,19,15
T_668,25,21,29,24,25,17,32,26
T_669,7,6,9,7,7,7,7,8
T_670,12,10,14,12,12,11,16,9
T_671,35,30,42,35,36,34,47,37
T_672,36,31,43,36,37,35,48,38
T_673,17,15,20,17,18,17,23,18
T_674,28,24,33,28,29,27,37,30
T_675,9,8,11,9,9,9,12,10
T_676,24,20,28,23,24,23,31,25
T_677,11,9,13,11,11,10,14,11
T_678,17,15,20,17,18,17,23,18
T_679,11,9,13,11,11,10,14,11
T_680,24,29,39,33,34,32,44,35
T_681,25,15,30,25,26,24,33,27
T_682,22,19,18,22,22,21,29,23
T_683,18,15,21,13,18,17,24,19
T_684,35,29,40,34,25,33,45,36
T_685,15,12,17,14,15,10,19,15
T_686,9,8,11,9,9,9,8,10
T_687,35,29,40,34,35,33,45,25
T_688,14,12,16,14,14,13,18,14
T_689,12,10,14,12,12,11,16,12
T_690,19,16,22,19,19,18,25,20
T_691,25,22,30,25,26,24,33,27
T_692,35,30,42,35,36,34,47,37
T_693,7,6,9,7,7,7,10,8
T_694,27,23,32,27,28,26,36,29
T_695,35,30,42,35,36,34,47,37
