TP,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10,P_11,P_12,P_13,P_14,P_15,P_16,P_17,P_18,P_19,P_20,P_21,P_22,P_23,P_24,P_25,P_26,P_27,P_28,P_29,P_30,P_31
T_45,18,13,13,20,18,15,19,15,17,18,22,15,16,16,17,14,7,10,9,8,8,10,8,10,10,6,6,9,5,7,7,8
T_46,33,24,24,36,32,27,35,27,25,25,32,31,16,23,25,20,7,10,9,8,8,10,8,10,10,6,6,9,7,5,7,8
T_47,28,20,20,30,27,22,29,23,20,20,26,25,19,13,20,16,32,43,41,36,35,43,37,43,44,27,28,40,28,32,22,36
T_48,29,21,21,32,28,23,30,24,15,16,20,19,14,14,11,12,18,25,23,20,20,24,21,24,25,15,16,23,16,18,18,14
T_49,10,7,7,11,9,8,10,8,20,20,26,25,19,19,20,11,21,28,27,23,23,28,24,28,29,18,19,26,19,21,21,24
T_50,32,23,23,35,31,26,34,26,17,18,22,22,16,16,17,14,23,44,42,37,36,44,38,44,45,28,29,41,29,33,32,37
T_51,17,17,17,26,23,19,25,19,11,11,14,13,10,10,11,8,24,22,30,26,26,32,27,32,32,20,21,29,21,24,23,27
T_52,13,6,9,14,13,10,14,11,29,29,37,36,27,27,29,23,27,37,25,31,30,37,31,37,37,23,24,34,24,28,27,31
T_53,28,20,14,30,27,22,29,23,26,26,33,32,24,24,26,20,31,42,40,24,34,42,36,42,42,26,28,38,28,31,31,35
T_54,30,22,21,23,29,24,32,25,24,24,31,30,22,22,24,19,26,36,34,30,20,35,30,35,36,22,23,33,24,27,26,30
T_55,12,8,8,13,8,9,12,10,10,10,12,12,9,9,10,8,30,40,39,34,33,28,35,40,41,25,27,37,27,30,30,34
T_56,26,19,18,28,25,14,27,21,29,29,37,36,27,27,29,23,11,15,14,12,12,15,9,15,15,9,10,14,10,11,11,12
T_57,20,15,14,22,20,16,15,17,26,26,33,32,24,24,26,20,33,44,42,37,36,44,38,31,45,28,29,41,29,33,32,37
T_58,34,25,24,37,33,28,36,20,33,33,42,41,30,30,33,26,19,26,25,21,21,26,22,26,18,16,17,24,17,19,19,22
T_59,26,19,18,28,25,21,27,21,7,10,12,12,9,9,10,8,16,22,21,18,18,22,19,22,22,10,15,20,15,17,16,18
T_60,10,7,7,11,9,8,10,8,17,12,22,22,16,16,17,14,12,16,15,13,13,16,14,16,16,10,7,15,11,12,12,13
T_61,19,14,14,21,19,16,20,16,24,24,21,30,22,22,24,19,13,17,16,14,14,17,15,17,17,11,11,11,11,13,13,14
T_62,28,20,20,30,27,22,29,23,12,12,15,10,11,11,12,9,12,16,15,13,13,16,14,16,16,10,11,15,7,12,12,13
T_63,23,16,16,25,22,18,24,19,35,35,44,43,22,32,35,27,7,10,9,8,8,10,8,10,10,6,6,9,7,5,7,8
T_64,17,12,12,19,17,14,18,14,15,16,20,19,14,10,15,12,15,21,20,17,17,21,18,21,21,13,14,19,14,16,11,17
T_65,23,16,16,25,22,18,24,19,16,17,21,20,15,15,11,13,19,26,25,21,21,26,22,26,26,16,17,24,17,19,19,15
T_66,19,14,14,21,19,16,20,16,19,20,25,24,18,18,19,11,35,48,46,40,39,48,41,48,49,30,32,44,32,36,35,40
T_67,12,8,8,13,11,9,12,10,10,10,12,12,9,9,10,8,18,34,33,28,28,34,29,34,35,21,23,32,23,26,25,29
T_68,23,23,23,35,31,26,34,26,12,13,16,16,12,12,12,10,30,28,39,34,33,40,35,40,41,25,27,37,27,30,30,34
T_69,29,15,21,32,28,23,30,24,17,18,22,22,16,16,17,14,24,32,21,26,26,32,27,32,32,20,21,29,21,24,23,27
T_70,27,19,13,29,26,22,28,22,13,14,17,17,12,12,13,11,31,42,40,24,34,42,36,42,42,26,28,38,28,31,31,35
T_71,11,8,8,8,10,9,11,9,21,21,27,26,20,20,21,17,33,45,43,38,26,45,39,45,46,28,30,42,30,34,33,38
T_72,32,23,23,35,22,26,34,26,28,28,36,35,26,26,28,22,33,45,43,38,37,32,39,45,46,28,30,42,30,34,33,38
T_73,29,21,21,32,28,16,30,24,27,27,34,33,25,25,27,21,32,43,41,36,35,43,26,43,44,27,28,40,28,32,32,36
T_74,37,26,26,40,35,29,27,30,35,35,44,43,32,32,35,27,27,37,35,31,30,37,31,26,37,23,24,34,24,28,27,31
T_75,11,8,8,12,10,9,11,6,12,13,16,16,12,12,12,10,22,29,28,24,24,29,25,29,21,18,19,27,20,22,22,25
T_76,19,14,14,21,19,16,20,16,19,28,36,35,26,26,28,22,12,16,15,13,13,16,14,16,16,7,11,15,11,12,12,13
T_77,27,19,19,29,26,22,28,22,8,5,10,10,7,7,8,6,11,15,14,12,12,15,13,15,15,9,7,14,10,11,11,12
T_78,13,9,9,14,13,10,14,11,8,8,7,10,7,7,8,6,34,47,44,39,38,46,40,46,47,29,31,30,31,35,34,39
T_79,39,28,27,42,38,31,41,32,34,34,43,29,31,31,34,26,22,29,28,24,24,29,25,29,30,18,19,27,14,22,22,25
T_80,17,12,12,19,17,14,18,14,19,20,25,24,12,18,19,15,31,42,40,35,34,42,36,42,42,26,28,38,28,22,31,35
T_81,18,13,13,20,18,15,19,15,22,22,28,28,20,14,22,17,34,47,44,39,38,46,40,46,47,29,31,43,31,35,24,39
T_82,22,15,15,23,21,17,23,18,35,35,44,43,32,32,24,27,9,12,12,10,10,12,10,12,12,8,8,11,8,9,9,7
T_83,11,8,8,12,10,9,11,9,25,25,32,31,23,23,25,14,33,45,43,38,37,45,39,45,46,28,30,42,30,34,33,38
T_84,14,10,10,15,14,11,15,11,29,29,37,36,27,27,29,23,11,21,20,17,17,21,18,21,21,13,14,19,14,16,15,17
T_85,14,14,14,21,19,16,20,16,33,33,42,41,30,30,33,26,27,26,35,31,30,37,31,37,37,23,24,34,24,28,27,31
T_86,15,8,11,16,15,12,16,12,28,28,36,35,26,26,28,22,21,28,19,23,23,28,24,28,29,18,19,26,19,21,21,24
T_87,24,17,12,26,23,19,25,19,32,32,41,39,29,29,32,25,26,36,34,21,29,35,30,35,36,22,23,33,24,27,26,30
T_88,31,22,22,24,30,25,33,26,12,12,15,14,11,11,12,9,22,29,28,24,17,29,25,29,30,18,19,27,20,22,22,25
T_89,30,22,21,33,20,24,32,25,35,35,44,43,32,32,35,27,32,43,41,36,35,30,37,43,44,27,28,40,28,32,32,36
T_90,39,28,27,42,38,22,41,32,20,20,26,25,19,19,20,16,35,48,46,40,39,48,29,48,49,30,32,44,32,36,35,40
T_91,14,10,10,15,14,11,10,11,17,18,22,22,16,16,17,14,27,37,35,31,30,37,31,26,37,23,24,34,24,28,27,31
T_92,31,22,22,34,30,25,33,18,12,13,16,16,12,12,12,10,19,26,25,21,21,26,22,26,18,16,17,24,17,19,19,22
T_93,9,6,6,9,8,7,9,7,9,14,17,17,12,12,13,11,25,34,33,28,28,34,29,34,35,15,23,32,23,26,25,29
T_94,9,6,6,9,8,7,9,7,12,9,16,16,12,12,12,10,12,16,15,13,13,16,14,16,16,10,7,15,11,12,12,13
T_95,38,27,27,41,37,30,39,31,8,8,7,10,7,7,8,6,19,26,25,21,21,26,22,26,26,16,17,17,17,19,19,22
T_96,22,15,15,23,21,17,23,18,16,17,21,14,15,15,16,13,29,39,37,33,32,39,33,39,40,25,26,36,18,29,29,33
T_97,25,18,17,27,24,20,26,20,20,20,26,25,13,19,20,16,19,26,25,21,21,26,22,26,26,16,17,24,17,14,19,22
T_98,39,28,27,42,38,31,41,32,37,38,48,47,35,24,37,29,36,49,47,41,40,49,42,49,50,31,32,45,33,37,25,41
T_99,28,20,20,30,27,22,29,23,27,27,34,33,25,25,19,21,22,29,28,24,24,29,25,29,30,18,19,27,20,22,22,17
T_100,32,23,23,35,31,26,34,26,32,32,41,39,29,29,32,17,33,45,43,38,37,45,39,45,46,28,30,42,30,34,33,38
T_101,37,26,26,40,35,29,38,30,25,25,32,31,23,23,25,20,23,45,43,38,37,45,39,45,46,28,30,42,30,34,33,38
T_102,22,22,22,34,30,25,33,26,33,33,42,41,30,30,33,26,14,13,18,15,15,18,16,18,19,12,12,17,12,14,14,15
T_103,36,18,25,39,34,28,37,29,36,36,45,44,33,33,36,28,26,36,24,30,29,35,30,35,36,22,23,33,24,27,26,30
T_104,13,9,6,14,13,10,14,11,36,36,45,44,33,33,36,28,35,48,46,28,39,48,41,48,49,30,32,44,32,36,35,40
T_105,39,28,27,29,38,31,41,32,34,34,43,42,31,31,34,26,32,43,41,36,24,43,37,43,44,27,28,40,28,32,32,36
T_106,23,16,16,25,15,18,24,19,29,29,37,36,27,27,29,23,22,29,28,24,24,21,25,29,30,18,19,27,20,22,22,25
T_107,19,14,14,21,19,11,20,16,23,23,29,29,21,21,23,18,22,29,28,24,24,29,18,29,30,18,19,27,20,22,22,25
T_108,14,10,10,15,14,11,10,11,12,13,16,16,12,12,12,10,31,42,40,35,34,42,36,29,42,26,28,38,28,31,31,35
T_109,15,11,11,16,15,12,16,9,12,12,15,14,11,11,12,9,23,31,29,25,25,31,26,31,22,19,20,28,20,23,23,26
T_110,14,10,10,15,14,11,15,11,26,37,47,45,34,34,37,29,23,31,29,25,25,31,26,31,31,13,20,28,20,23,23,26
T_111,9,6,6,9,8,7,9,7,23,16,29,29,21,21,23,18,28,38,36,32,31,38,32,38,39,24,18,35,25,29,28,32
T_112,18,13,13,20,18,15,19,15,33,33,29,41,30,30,33,26,36,49,47,41,40,49,42,49,50,31,32,32,33,37,36,41
T_113,23,16,16,25,22,18,24,19,36,37,47,32,34,34,37,29,27,37,35,31,30,37,31,37,37,23,24,34,17,28,27,31
T_114,42,30,30,46,41,34,44,34,10,10,12,12,6,9,10,8,22,29,28,24,24,29,25,29,30,18,19,27,20,15,22,25
T_115,30,22,21,33,29,24,32,25,36,36,45,44,33,23,36,28,14,18,18,15,15,18,16,18,19,12,12,17,12,14,9,15
T_116,36,25,25,39,34,28,37,29,16,17,21,20,15,15,11,13,15,21,20,17,17,21,18,21,21,13,14,19,14,16,15,12
T_117,28,20,20,30,27,22,29,23,29,29,37,36,27,27,29,16,34,47,44,39,38,46,40,46,47,29,31,43,31,35,34,39
T_118,37,26,26,40,35,29,38,30,22,22,28,28,20,20,22,17,22,43,41,36,35,43,37,43,44,27,28,40,28,32,32,36
T_119,28,29,28,43,39,32,42,33,28,28,36,35,26,26,28,22,14,13,18,15,15,18,16,18,19,12,12,17,12,14,14,15
T_120,40,20,28,43,39,32,42,33,23,23,29,29,21,21,23,18,17,23,16,19,19,23,20,23,24,15,15,21,15,17,17,19
T_121,38,27,19,41,37,30,39,31,34,34,43,42,31,31,34,26,26,36,34,21,29,35,30,35,36,22,23,33,24,27,26,30
T_122,32,23,23,25,31,26,34,26,37,38,48,47,35,35,37,29,26,36,34,30,20,35,30,35,36,22,23,33,24,27,26,30
T_123,26,19,18,28,18,21,27,21,29,29,37,36,27,27,29,23,17,23,22,19,19,16,20,23,24,15,15,21,15,17,17,19
T_124,14,10,10,15,14,8,15,11,20,20,26,25,19,19,20,16,28,38,36,32,31,38,23,38,39,24,25,35,25,29,28,32
T_125,13,9,9,14,13,10,9,11,27,27,34,33,25,25,27,21,15,21,20,17,17,21,18,15,21,13,14,19,14,16,15,17
T_126,41,29,29,44,40,33,43,23,12,13,16,16,12,12,12,10,33,45,43,38,37,45,39,45,32,28,30,42,30,34,33,38
T_127,26,19,18,28,25,21,27,21,14,20,26,25,19,19,20,16,36,49,47,41,40,49,42,49,50,21,32,45,33,37,36,41
T_128,37,26,26,40,35,29,38,30,31,22,39,38,28,28,31,24,14,20,19,16,16,20,17,20,20,12,9,18,13,15,14,16
T_129,41,29,29,44,40,33,43,34,20,20,18,25,19,19,20,16,27,37,35,31,30,37,31,37,37,23,24,24,24,28,27,31
T_130,11,8,8,12,10,9,11,9,38,39,49,33,36,36,38,30,24,32,30,26,26,32,27,32,32,20,21,29,15,24,23,27
T_131,40,29,28,43,39,32,42,33,23,23,29,29,15,21,23,18,15,21,20,17,17,21,18,21,21,13,14,19,14,11,15,17
T_132,18,13,13,20,18,15,19,15,36,36,45,44,33,23,36,28,25,34,33,28,28,34,29,34,35,21,23,32,23,26,18,29
T_133,32,23,23,35,31,26,34,26,36,36,45,44,33,33,25,28,28,38,36,32,31,38,32,38,39,24,25,35,25,29,28,22
T_134,25,18,17,27,24,20,26,20,14,15,18,18,13,13,14,8,22,29,28,24,24,29,25,29,30,18,19,27,20,22,22,25
T_135,31,22,22,34,30,25,33,26,28,28,36,35,26,26,28,22,20,39,37,33,32,39,33,39,40,25,26,36,26,29,29,33
T_136,18,19,18,28,25,21,27,21,37,38,48,47,35,35,37,29,35,33,46,40,39,48,41,48,49,30,32,44,32,36,35,40
T_137,38,19,27,41,37,30,39,31,34,34,43,42,31,31,34,26,17,23,16,19,19,23,20,23,24,15,15,21,15,17,17,19
T_138,42,30,21,46,41,34,44,34,23,23,29,29,21,21,23,18,17,23,22,14,19,23,20,23,24,15,15,21,15,17,17,19
T_139,32,23,23,25,31,26,34,26,23,23,29,29,21,21,23,18,34,47,44,39,26,46,40,46,47,29,31,43,31,35,34,39
T_140,23,16,16,25,15,18,24,19,33,33,42,41,30,30,33,26,31,42,40,35,34,29,36,42,42,26,28,38,28,31,31,35
T_141,30,22,21,33,29,17,32,25,24,24,31,30,22,22,24,19,35,48,46,40,39,48,29,48,49,30,32,44,32,36,35,40
T_142,14,10,10,15,14,11,10,11,24,24,31,30,22,22,24,19,30,40,39,34,33,40,35,28,41,25,27,37,27,30,30,34
T_143,23,16,16,25,22,18,24,13,30,30,38,37,28,28,30,23,14,20,19,16,16,20,17,20,14,12,13,18,13,15,14,16
T_144,34,25,24,37,33,28,36,28,27,39,49,48,36,36,38,30,24,32,30,26,26,32,27,32,32,14,21,29,21,24,23,27
T_145,23,16,16,25,22,18,24,19,29,20,37,36,27,27,29,23,29,39,37,33,32,39,33,39,40,25,18,36,26,29,29,33
T_146,43,31,30,47,42,34,45,35,23,23,21,29,21,21,23,18,18,25,23,20,20,24,21,24,25,15,16,16,16,18,18,21
T_147,26,19,18,28,25,21,27,21,14,15,18,13,13,13,14,11,13,17,16,14,14,17,15,17,17,11,11,16,8,13,13,14
T_148,40,29,28,43,39,32,42,33,16,17,21,20,11,15,16,13,29,39,37,33,32,39,33,39,40,25,26,36,26,21,29,33
T_149,40,29,28,43,39,32,42,33,36,37,47,45,34,24,37,29,14,18,18,15,15,18,16,18,19,12,12,17,12,14,9,15
T_150,16,12,11,18,16,13,17,13,34,34,43,42,31,31,24,26,35,48,46,40,39,48,41,48,49,30,32,44,32,36,35,28
T_151,31,22,22,34,30,25,33,26,14,15,18,18,13,13,14,8,30,40,39,34,33,40,35,40,41,25,27,37,27,30,30,34
T_152,42,30,30,46,41,34,44,34,18,19,23,23,17,17,18,14,22,42,40,35,34,42,36,42,42,26,28,38,28,31,31,35
T_153,26,27,27,41,37,30,39,31,28,28,36,35,26,26,28,22,35,33,46,40,39,48,41,48,49,30,32,44,32,36,35,40
T_154,26,13,18,28,25,21,27,21,28,28,36,35,26,26,28,22,34,47,31,39,38,46,40,46,47,29,31,43,31,35,34,39
T_155,26,19,13,28,25,21,27,21,18,19,23,23,17,17,18,14,22,29,28,17,24,29,25,29,30,18,19,27,20,22,22,25
T_156,37,26,26,28,35,29,38,30,30,30,38,37,28,28,30,23,18,25,23,20,14,24,21,24,25,15,16,23,16,18,18,21
T_157,27,19,19,29,18,22,28,22,16,17,21,20,15,15,16,13,16,22,21,18,18,15,19,22,22,14,15,20,15,17,16,18
T_158,27,19,19,29,26,15,28,22,36,36,45,44,33,33,36,28,28,38,36,32,31,38,23,38,39,24,25,35,25,29,28,32
T_159,33,24,24,36,32,27,24,27,38,39,49,48,36,36,38,30,15,21,20,17,17,21,18,15,21,13,14,19,14,16,15,17
T_160,43,31,30,47,42,34,45,25,15,16,20,19,14,14,15,12,28,38,36,32,31,38,32,38,27,24,25,35,25,29,28,32
T_161,32,23,23,35,31,26,34,26,20,29,37,36,27,27,29,23,20,27,26,22,22,27,23,27,27,12,18,25,18,20,20,23
T_162,26,19,18,28,25,21,27,21,25,18,32,31,23,23,25,20,14,18,18,15,15,18,16,18,19,12,8,17,12,14,14,15
T_163,16,12,11,18,16,13,17,13,16,17,15,20,15,15,16,13,26,36,34,30,29,35,30,35,36,22,23,23,24,27,26,30
T_164,18,13,13,20,18,15,19,15,27,27,34,23,25,25,27,21,11,15,14,12,12,15,13,15,15,9,10,14,7,11,11,12
T_165,41,29,29,44,40,33,43,34,30,30,38,37,19,28,30,23,34,47,44,39,38,46,40,46,47,29,31,43,31,24,34,39
T_166,38,27,27,41,37,30,39,31,23,23,29,29,21,15,23,18,15,21,20,17,17,21,18,21,21,13,14,19,14,16,11,17
T_167,16,12,11,18,16,13,17,13,31,31,39,38,28,28,22,24,29,39,37,33,32,39,33,39,40,25,26,36,26,29,29,23
T_168,20,15,14,22,20,16,21,17,37,38,48,47,35,35,37,21,24,32,30,26,26,32,27,32,32,20,21,29,21,24,23,27
T_169,31,22,22,34,30,25,33,26,18,19,23,23,17,17,18,14,23,45,43,38,37,45,39,45,46,28,30,42,30,34,33,38
T_170,22,22,22,34,30,25,33,26,18,19,23,23,17,17,18,14,29,27,37,33,32,39,33,39,40,25,26,36,26,29,29,33
T_171,20,10,14,22,20,16,21,17,36,37,47,45,34,34,37,29,30,40,27,34,33,40,35,40,41,25,27,37,27,30,30,34
T_172,33,24,16,36,32,27,35,27,33,33,42,41,30,30,33,26,23,31,29,18,25,31,26,31,31,19,20,28,20,23,23,26
T_173,18,13,13,14,18,15,19,15,37,38,48,47,35,35,37,29,20,27,26,22,15,27,23,27,27,17,18,25,18,20,20,23
T_174,40,29,28,43,27,32,42,33,32,32,41,39,29,29,32,25,10,13,13,11,11,9,12,13,14,8,9,12,9,10,10,11
T_175,43,31,30,47,42,24,45,35,15,16,20,19,14,14,15,12,35,48,46,40,39,48,29,48,49,30,32,44,32,36,35,40
T_176,17,12,12,19,17,14,13,14,25,25,32,31,23,23,25,20,24,32,30,26,26,32,27,22,32,20,21,29,21,24,23,27
T_177,32,23,23,35,31,26,34,19,31,31,39,38,28,28,31,24,25,34,33,28,28,34,29,34,24,21,23,32,23,26,25,29
T_178,28,20,20,30,27,22,29,23,13,20,25,24,18,18,19,15,33,45,43,38,37,45,39,45,46,20,30,42,30,34,33,38
T_179,18,13,13,20,18,15,19,15,13,10,17,17,12,12,13,11,20,27,26,22,22,27,23,27,27,17,12,25,18,20,20,23
T_180,30,22,21,33,29,24,32,25,31,31,27,38,28,28,31,24,8,11,11,9,9,11,9,11,11,7,7,7,7,8,8,9
T_181,33,24,24,36,32,27,35,27,14,15,18,13,13,13,14,11,27,37,35,31,30,37,31,37,37,23,24,34,17,28,27,31
T_182,26,19,18,28,25,21,27,21,37,38,48,47,24,35,37,29,12,16,15,13,13,16,14,16,16,10,11,15,11,8,12,13
T_183,34,25,24,37,33,28,36,28,32,32,41,39,29,21,32,25,29,39,37,33,32,39,33,39,40,25,26,36,26,29,20,33
T_184,42,30,30,46,41,34,44,34,33,33,42,41,30,30,23,26,27,37,35,31,30,37,31,37,37,23,24,34,24,28,27,22
T_185,20,15,14,22,20,16,21,17,37,38,48,47,35,35,37,21,24,32,30,26,26,32,27,32,32,20,21,29,21,24,23,27
T_186,20,15,14,22,20,16,21,17,36,37,47,45,34,34,37,29,13,26,25,21,21,26,22,26,26,16,17,24,17,19,19,22
T_187,29,29,29,44,40,33,43,34,23,23,29,29,21,21,23,18,21,20,27,23,23,28,24,28,29,18,19,26,19,21,21,24
T_188,37,18,26,40,35,29,38,30,19,20,25,24,18,18,19,15,13,17,11,14,14,17,15,17,17,11,11,16,11,13,13,14
T_189,42,30,21,46,41,34,44,34,17,18,22,22,16,16,17,14,34,47,44,27,38,46,40,46,47,29,31,43,31,35,34,39
T_190,36,25,25,27,34,28,37,29,30,30,38,37,28,28,30,23,14,20,19,16,11,20,17,20,20,12,13,18,13,15,14,16
T_191,17,12,12,19,12,14,18,14,16,17,21,20,15,15,16,13,22,29,28,24,24,21,25,29,30,18,19,27,20,22,22,25
T_192,28,20,20,30,27,16,29,23,30,30,38,37,28,28,30,23,9,12,12,10,10,12,7,12,12,8,8,11,8,9,9,10
T_193,34,25,24,37,33,28,25,28,21,21,27,26,20,20,21,17,23,31,29,25,25,31,26,21,31,19,20,28,20,23,23,26
T_194,22,15,15,23,21,17,23,12,14,15,18,18,13,13,14,11,34,47,44,39,38,46,40,46,33,29,31,43,31,35,34,39
T_195,15,11,11,16,15,12,16,12,19,28,36,35,26,26,28,22,34,47,44,39,38,46,40,46,47,20,31,43,31,35,34,39
T_196,34,25,24,37,33,28,36,28,12,8,15,14,11,11,12,9,24,33,32,27,27,33,28,33,34,21,15,31,22,25,24,28
T_197,16,12,11,18,16,13,17,13,36,37,33,45,34,34,37,29,35,48,46,40,39,48,41,48,49,30,32,31,32,36,35,40
T_198,42,30,30,46,41,34,44,34,16,17,21,14,15,15,16,13,9,12,12,10,10,12,10,12,12,8,8,11,6,9,9,10
T_199,36,25,25,39,34,28,37,29,31,31,39,38,20,28,31,24,26,36,34,30,29,35,30,35,36,22,23,33,24,19,26,30
T_200,37,26,26,40,35,29,38,30,25,25,32,31,23,16,25,20,31,42,40,35,34,42,36,42,42,26,28,38,28,31,21,35
T_201,42,30,30,46,41,34,44,34,36,36,45,44,33,33,25,28,20,27,26,22,22,27,23,27,27,17,18,25,18,20,20,16
