TP,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7
T_238,12,12,12,19,17,14,18,14
T_239,26,13,18,28,25,21,27,21
T_240,11,8,5,12,10,9,11,9
T_241,27,19,19,20,26,22,28,22
T_242,41,29,29,44,28,33,43,34
T_243,41,29,29,44,40,23,43,34
T_244,29,21,21,32,28,23,21,24
T_245,42,30,30,46,41,34,44,24
T_246,11,8,8,12,10,9,11,9
T_247,31,22,22,34,30,25,33,26
T_248,37,26,26,40,35,29,38,30
T_249,24,17,17,26,23,19,25,19
T_250,26,19,18,28,25,21,27,21
T_251,13,9,9,14,13,10,14,11
T_252,25,18,17,27,24,20,26,20
T_253,12,8,8,13,11,9,12,10
T_254,39,28,27,42,38,31,41,32
T_255,14,14,14,21,19,16,20,16
