TP,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7
T_112,2.23,2.96,2.66,2.28,2.51,2.54,2.35,2.43
T_113,2.28,2.90,3.03,2.16,2.54,2.54,2.16,2.49
T_114,2.09,2.85,3.01,2.50,2.24,2.73,2.16,2.65
T_115,2.52,3.02,2.90,2.26,2.51,2.66,2.33,2.59
T_116,2.28,2.52,2.92,2.39,2.35,2.38,2.17,2.47
T_117,2.58,2.62,2.81,2.59,2.21,2.33,2.21,2.54
T_118,2.23,2.63,2.68,2.05,2.32,2.44,2.18,2.73
T_119,2.64,2.81,2.74,2.26,2.25,2.48,2.34,2.43
T_120,2.56,2.55,2.79,2.41,2.25,2.38,2.32,2.15
T_121,2.12,2.71,2.87,2.26,2.15,2.66,2.22,2.69
T_122,2.40,3.01,2.81,2.45,2.37,2.54,1.85,2.45
T_123,2.19,2.82,2.87,2.37,2.25,2.67,2.38,2.48
T_124,2.17,3.04,2.64,2.31,2.26,2.81,2.14,2.64
T_125,2.35,2.71,2.72,2.35,2.42,2.40,2.42,2.46
T_126,2.46,2.64,2.86,2.15,2.60,2.83,2.21,2.62
T_127,2.54,2.84,2.97,2.04,2.33,2.77,2.01,2.70
T_128,2.29,2.66,2.59,2.00,2.36,2.50,2.36,2.62
T_129,2.48,2.79,2.88,2.31,2.45,2.41,2.20,2.52
T_130,2.42,2.78,2.94,2.12,2.32,2.41,2.27,2.40
T_131,2.34,2.88,2.82,2.48,2.53,2.61,2.30,2.38
T_132,2.20,3.02,2.85,2.09,2.02,2.45,2.63,2.66
T_133,2.34,3.01,2.77,2.01,2.39,2.58,2.20,2.61
T_134,2.86,2.94,2.83,1.97,2.22,2.80,2.23,2.38
T_135,2.20,2.77,2.78,2.48,2.36,2.52,2.18,2.56
T_136,2.43,2.77,2.61,2.28,2.52,2.48,2.23,2.21
T_137,2.20,2.74,3.03,2.35,2.34,2.60,2.32,2.62
T_138,2.54,2.66,2.88,2.08,2.28,2.58,2.24,2.57
T_139,2.60,2.57,2.76,2.50,2.35,2.38,2.31,2.41
T_140,2.53,2.71,3.03,2.04,2.39,2.27,2.27,2.69
T_141,2.63,2.88,2.79,2.26,2.35,2.63,2.26,2.58
T_142,2.32,2.91,2.93,2.20,2.28,2.47,2.37,2.47
T_143,2.58,2.81,2.59,2.43,2.23,2.46,2.65,2.60
T_144,2.21,2.89,2.75,2.10,2.14,2.53,2.16,2.48
T_145,2.57,2.72,2.99,2.21,2.42,2.60,2.29,2.64
T_146,2.56,3.06,3.05,2.22,2.29,2.40,2.14,2.61
T_147,2.24,2.83,3.11,2.26,2.15,2.64,2.38,2.45
T_148,2.48,2.75,3.04,2.27,2.16,2.40,2.38,2.34
T_149,2.18,2.90,3.10,2.38,2.34,2.51,2.26,2.49
T_150,2.13,2.78,2.73,2.41,2.21,2.56,2.14,2.57
T_151,2.13,2.85,2.63,2.22,2.36,2.64,2.39,2.40
T_152,2.17,3.03,2.48,2.25,2.48,2.72,2.47,2.40
T_153,2.28,2.68,2.85,2.30,2.78,2.60,2.04,2.49
T_154,2.32,2.76,2.80,2.33,2.38,2.52,2.17,2.56
T_155,2.59,2.78,3.06,2.26,2.55,2.59,2.27,2.61
T_156,2.30,2.81,2.80,2.35,2.11,2.59,2.28,2.68
T_157,2.21,3.09,3.08,2.32,2.36,2.44,2.29,2.24
T_158,2.44,2.94,2.60,2.39,2.36,2.66,2.39,2.67
T_159,2.30,3.00,3.10,2.18,2.40,2.49,2.35,2.57
T_160,2.35,2.42,2.83,2.30,2.12,2.58,2.28,2.56
T_161,2.39,2.88,3.04,2.19,2.48,2.29,2.39,2.64
T_162,2.40,2.85,2.98,2.00,2.41,2.32,2.24,2.21
T_163,2.23,2.89,2.71,2.17,2.38,2.21,2.51,2.24
T_164,2.30,2.81,2.97,2.30,2.40,2.65,2.32,2.81
T_165,2.47,2.71,2.75,2.20,2.26,2.47,2.45,2.32
T_166,2.28,2.92,2.97,2.12,2.47,2.53,2.35,2.55
T_167,2.30,2.78,2.93,2.37,2.36,2.25,2.43,2.35
T_168,2.38,2.81,2.90,2.46,2.29,2.61,2.32,2.44
T_169,2.40,2.72,2.81,2.37,2.41,2.57,2.34,2.36
T_170,2.40,2.78,2.80,2.38,2.19,2.73,2.39,2.67
T_171,2.42,2.89,2.85,2.07,2.28,2.76,2.25,2.21
T_172,2.33,2.93,2.48,2.35,2.27,2.59,2.56,2.51
T_173,2.14,2.80,2.98,2.52,2.37,2.55,2.22,2.36
T_174,2.43,2.82,2.83,2.47,2.40,2.58,2.50,2.35
T_175,2.20,2.78,2.87,2.29,2.36,2.65,2.27,2.63
T_176,2.79,2.94,2.70,2.45,2.15,2.49,2.46,2.37
T_177,2.38,2.74,2.88,2.24,2.17,2.53,2.40,2.62
T_178,2.29,2.76,2.77,2.22,2.40,2.57,2.52,2.58
T_179,2.46,2.82,3.07,2.34,2.33,2.42,2.77,2.52
T_180,2.55,2.74,2.63,2.34,2.23,2.49,2.70,2.61
T_181,2.56,2.85,3.02,2.18,2.37,2.81,2.27,2.67
T_182,2.38,3.06,2.72,2.25,2.38,2.46,2.35,2.55
T_183,2.49,2.81,2.89,2.44,2.48,2.47,2.22,2.46
T_184,2.44,3.03,2.80,2.20,2.40,2.60,2.36,2.50
T_185,2.35,2.95,2.69,2.30,2.24,2.40,2.15,2.45
T_186,2.11,2.84,2.53,2.32,2.35,2.48,2.39,2.66
T_187,2.46,2.91,2.95,2.42,2.49,2.32,2.11,2.41
T_188,1.95,3.03,2.58,2.26,2.43,2.52,2.56,2.56
T_189,2.20,2.68,2.77,2.32,2.26,2.39,2.27,2.61
T_190,2.54,2.92,3.03,2.46,2.51,2.23,2.14,2.41
T_191,2.36,3.00,3.04,2.20,2.36,2.59,2.25,2.28
T_192,2.33,2.70,2.88,2.18,2.32,2.77,2.34,2.64
T_193,2.20,2.88,2.59,2.06,2.09,2.50,2.15,2.53
T_194,2.21,2.91,2.82,2.39,2.35,2.81,2.56,2.62
T_195,2.23,2.69,2.85,2.20,2.39,2.28,2.38,2.51
T_196,2.13,2.88,2.71,2.19,2.31,2.30,2.23,2.54
T_197,1.99,2.60,3.04,2.01,2.34,2.54,2.13,2.57
T_198,2.49,2.63,2.87,2.21,2.24,2.67,2.34,2.50
T_199,2.58,2.58,2.88,2.13,2.41,2.51,2.37,2.42
T_200,2.24,2.85,2.82,2.23,2.27,2.47,2.42,2.59
T_201,2.45,2.75,2.63,2.22,2.42,2.37,2.29,2.62
T_202,2.15,2.69,2.70,2.28,2.40,2.81,2.18,2.42
T_203,2.39,2.73,2.69,2.52,2.36,2.45,2.43,2.22
T_204,2.24,2.79,3.02,2.11,2.39,2.63,2.29,2.67
T_205,2.47,2.76,2.84,2.26,2.39,2.57,2.16,2.64
T_206,2.34,2.73,2.90,2.19,2.33,2.32,2.31,2.63
T_207,2.14,2.83,2.90,2.23,2.14,2.66,2.28,2.45
T_208,2.42,2.66,2.89,2.30,2.70,2.44,2.23,2.69
T_209,2.58,2.72,3.08,2.41,2.67,2.72,2.41,2.58
T_210,2.33,2.85,2.96,2.29,2.39,2.61,1.91,2.47
T_211,2.33,2.86,2.88,2.31,2.25,2.51,2.42,2.53
T_212,2.34,2.53,2.86,2.38,2.39,2.79,2.24,2.77
T_213,2.35,3.04,3.05,2.30,2.17,2.74,2.22,2.54
T_214,2.52,2.68,2.57,2.22,2.44,2.52,2.24,2.52
T_215,2.53,3.05,3.04,2.28,2.59,2.66,2.34,2.37
T_216,2.02,2.82,2.76,2.30,2.43,2.73,2.11,2.63
T_217,2.52,2.95,2.91,2.05,2.44,2.81,2.28,2.49
T_218,2.30,2.54,2.79,2.40,2.09,2.49,2.44,2.78
T_219,2.58,2.69,2.84,2.31,2.32,2.85,2.41,2.54
T_220,2.40,2.71,2.80,2.39,2.18,2.40,2.14,2.59
T_221,2.60,2.72,2.29,2.32,2.60,2.36,2.18,2.39
T_222,2.26,2.68,2.66,2.10,2.35,2.64,2.08,2.34
T_223,2.13,2.71,2.71,2.19,2.32,2.39,2.08,2.38
T_224,2.37,2.78,2.63,2.28,2.44,2.80,2.42,2.44
T_225,2.48,2.58,2.55,2.10,2.63,2.25,2.44,2.32
T_226,2.44,2.78,2.91,2.46,2.46,2.66,2.11,2.35
T_227,2.45,2.85,2.67,2.11,2.27,2.63,2.69,2.32
T_228,2.37,2.53,2.84,2.53,2.42,2.28,2.50,2.70
T_229,2.44,2.76,3.00,2.33,2.45,2.70,2.39,2.64
T_230,2.21,2.65,2.66,2.37,2.33,2.32,2.23,2.40
T_231,2.31,2.79,2.80,2.11,2.47,2.59,2.22,2.74
T_232,2.10,2.89,2.99,2.24,2.27,2.57,2.42,2.58
T_233,2.33,2.59,2.78,2.23,2.45,2.57,2.38,2.53
T_234,2.29,2.74,2.77,2.49,2.53,2.66,2.08,2.56
T_235,2.34,2.94,2.50,2.58,2.44,2.66,2.33,2.78
T_236,2.49,2.96,3.02,2.56,2.25,2.41,2.33,2.62
T_237,2.34,2.72,2.78,1.93,2.44,2.39,2.51,2.69
T_238,2.01,2.93,2.62,2.30,2.50,2.55,2.17,2.97
T_239,2.54,2.84,2.95,2.11,2.48,2.28,2.25,2.48
T_240,2.36,2.67,2.76,2.28,2.25,2.74,2.27,2.49
T_241,2.45,2.72,2.81,2.23,2.37,2.51,2.27,2.59
T_242,2.21,2.84,2.72,2.05,2.51,2.89,2.21,2.37
T_243,2.46,2.90,2.93,2.12,2.81,2.75,2.50,2.42
T_244,2.56,2.70,2.92,2.39,2.48,2.44,2.28,2.39
T_245,2.09,2.87,2.75,2.27,2.35,2.38,2.22,2.91
T_246,2.52,2.63,2.82,2.20,2.55,2.73,2.15,2.60
T_247,2.19,2.62,3.05,2.31,2.35,2.05,2.26,2.45
T_248,2.22,2.88,2.84,2.14,2.39,2.47,2.46,2.39
T_249,2.33,2.77,2.75,2.38,2.62,2.85,2.33,2.62
T_250,2.65,2.68,3.03,2.24,2.57,2.53,2.41,2.66
T_251,2.06,2.85,2.72,2.45,2.43,2.64,2.39,2.46
T_252,2.24,2.91,2.83,2.00,2.28,2.53,2.27,2.66
T_253,2.34,2.81,2.64,2.34,1.96,2.62,2.03,2.43
T_254,2.43,3.02,2.69,2.23,2.40,2.41,2.33,2.70
T_255,2.43,2.70,2.74,2.09,2.25,2.55,2.29,2.60
